query,accuracy,precision,recall,f1, r1, r2, r3, r4, r5, r6
./ResampledDatabase/AircraftBuoyant\m1352.obj,0.989845,0,0,0,./ResampledDatabase/Quadruped/D00757.obj,./ResampledDatabase/Bottle/D00716.obj,./ResampledDatabase/Rocket/D00354.obj,./ResampledDatabase/Bottle/m490.obj,./ResampledDatabase/Quadruped/D00326.obj,./ResampledDatabase/Hat/m1627.obj
./ResampledDatabase/Apartment\D00045.obj,0.987911,0,0,0,./ResampledDatabase/MultiSeat/D00046.obj,./ResampledDatabase/Computer/m1764.obj,./ResampledDatabase/City/D01092.obj,./ResampledDatabase/Chess/m1593.obj,./ResampledDatabase/Shelf/m866.obj,./ResampledDatabase/MultiSeat/m778.obj
./ResampledDatabase/Apartment\D00086.obj,0.987911,0,0,0,./ResampledDatabase/PlantIndoors/m989.obj,./ResampledDatabase/Cup/m495.obj,./ResampledDatabase/Tool/m589.obj,./ResampledDatabase/DeskLamp/D00715.obj,./ResampledDatabase/Bird/m29.obj,./ResampledDatabase/Tree/m1095.obj
./ResampledDatabase/Apartment\D00138.obj,0.987911,0,0,0,./ResampledDatabase/DeskPhone/D00829.obj,./ResampledDatabase/DeskPhone/D00958.obj,./ResampledDatabase/Monitor/D00391.obj,./ResampledDatabase/Monitor/D00920.obj,./ResampledDatabase/DeskPhone/D00154.obj,./ResampledDatabase/Monitor/D00141.obj
./ResampledDatabase/Apartment\D00156.obj,0.988878,0.166667,0.0526316,0.08,./ResampledDatabase/Apartment/D00651.obj,./ResampledDatabase/BuildingNonResidential/m405.obj,./ResampledDatabase/Bookset/D01110.obj,./ResampledDatabase/Bookset/D01122.obj,./ResampledDatabase/Bookset/D01050.obj,./ResampledDatabase/Bookset/D01183.obj
./ResampledDatabase/Apartment\D00310.obj,0.987911,0,0,0,./ResampledDatabase/Cellphone/D00542.obj,./ResampledDatabase/Helicopter/D00820.obj,./ResampledDatabase/Jet/m1207.obj,./ResampledDatabase/Jet/m1265.obj,./ResampledDatabase/Jet/m1172.obj,./ResampledDatabase/Jet/m1242.obj
./ResampledDatabase/Apartment\D00348.obj,0.987911,0,0,0,./ResampledDatabase/RectangleTable/m902.obj,./ResampledDatabase/Shelf/m852.obj,./ResampledDatabase/Shelf/m853.obj,./ResampledDatabase/Bed/D00988.obj,./ResampledDatabase/RectangleTable/m897.obj,./ResampledDatabase/Bed/m947.obj
./ResampledDatabase/Apartment\D00366.obj,0.987911,0,0,0,./ResampledDatabase/BuildingNonResidential/m414.obj,./ResampledDatabase/Cup/D00035.obj,./ResampledDatabase/Monitor/D00469.obj,./ResampledDatabase/House/D00903.obj,./ResampledDatabase/MultiSeat/m840.obj,./ResampledDatabase/House/m434.obj
./ResampledDatabase/Apartment\D00478.obj,0.987911,0,0,0,./ResampledDatabase/Helicopter/D00471.obj,./ResampledDatabase/Helicopter/D00038.obj,./ResampledDatabase/House/D00001.obj,./ResampledDatabase/Train/D01055.obj,./ResampledDatabase/Train/D01180.obj,./ResampledDatabase/Quadruped/D00795.obj
./ResampledDatabase/Apartment\D00639.obj,0.987911,0,0,0,./ResampledDatabase/House/m448.obj,./ResampledDatabase/House/D00665.obj,./ResampledDatabase/BuildingNonResidential/m400.obj,./ResampledDatabase/PlantIndoors/m1030.obj,./ResampledDatabase/HumanHead/D00910.obj,./ResampledDatabase/Car/D00452.obj
./ResampledDatabase/Apartment\D00651.obj,0.989845,0.333333,0.105263,0.16,./ResampledDatabase/Apartment/D00156.obj,./ResampledDatabase/Bookset/D01122.obj,./ResampledDatabase/BuildingNonResidential/m405.obj,./ResampledDatabase/Bookset/D01190.obj,./ResampledDatabase/Bookset/D01110.obj,./ResampledDatabase/Apartment/D00681.obj
./ResampledDatabase/Apartment\D00681.obj,0.987911,0,0,0,./ResampledDatabase/PianoBoard/D00104.obj,./ResampledDatabase/Bookset/D01078.obj,./ResampledDatabase/Shelf/m859.obj,./ResampledDatabase/Drum/D00596.obj,./ResampledDatabase/PianoBoard/D00235.obj,./ResampledDatabase/PianoBoard/D00008.obj
./ResampledDatabase/Apartment\D00792.obj,0.987911,0,0,0,./ResampledDatabase/MultiSeat/D00985.obj,./ResampledDatabase/Shelf/m860.obj,./ResampledDatabase/House/D00091.obj,./ResampledDatabase/Chess/m1593.obj,./ResampledDatabase/MultiSeat/D00036.obj,./ResampledDatabase/Vase/m540.obj
./ResampledDatabase/Apartment\D00859.obj,0.987911,0,0,0,./ResampledDatabase/Wheel/m738.obj,./ResampledDatabase/MultiSeat/D00237.obj,./ResampledDatabase/MultiSeat/D00053.obj,./ResampledDatabase/Bottle/D00716.obj,./ResampledDatabase/Wheel/m748.obj,./ResampledDatabase/Hat/m1627.obj
./ResampledDatabase/Apartment\D00860.obj,0.987911,0,0,0,./ResampledDatabase/Truck/D00835.obj,./ResampledDatabase/DeskPhone/D00957.obj,./ResampledDatabase/Truck/D00987.obj,./ResampledDatabase/Bicycle/D00930.obj,./ResampledDatabase/Ship/D00539.obj,./ResampledDatabase/House/D00001.obj
./ResampledDatabase/Apartment\D00869.obj,0.987911,0,0,0,./ResampledDatabase/Shelf/D00956.obj,./ResampledDatabase/MilitaryVehicle/D00799.obj,./ResampledDatabase/Shelf/m861.obj,./ResampledDatabase/Shelf/m853.obj,./ResampledDatabase/Car/m1563.obj,./ResampledDatabase/MultiSeat/m781.obj
./ResampledDatabase/Apartment\D00921.obj,0.987911,0,0,0,./ResampledDatabase/Helicopter/m1329.obj,./ResampledDatabase/BuildingNonResidential/m383.obj,./ResampledDatabase/Starship/m1375.obj,./ResampledDatabase/PlantIndoors/D00087.obj,./ResampledDatabase/NonWheelChair/D00101.obj,./ResampledDatabase/Hand/D01118.obj
./ResampledDatabase/Apartment\D00953.obj,0.987911,0,0,0,./ResampledDatabase/ClassicPiano/D00120.obj,./ResampledDatabase/PlantIndoors/D00370.obj,./ResampledDatabase/HumanHead/D00653.obj,./ResampledDatabase/Starship/m1378.obj,./ResampledDatabase/MilitaryVehicle/D00918.obj,./ResampledDatabase/HumanHead/D00910.obj
./ResampledDatabase/Apartment\m463.obj,0.987911,0,0,0,./ResampledDatabase/BuildingNonResidential/m389.obj,./ResampledDatabase/Bookset/D01146.obj,./ResampledDatabase/TruckNonContainer/D00572.obj,./ResampledDatabase/BuildingNonResidential/m402.obj,./ResampledDatabase/BuildingNonResidential/m385.obj,./ResampledDatabase/FloorLamp/D00408.obj
./ResampledDatabase/Apartment\m465.obj,0.987911,0,0,0,./ResampledDatabase/Starship/m1379.obj,./ResampledDatabase/ComputerKeyboard/D00905.obj,./ResampledDatabase/Truck/m1576.obj,./ResampledDatabase/ComputerKeyboard/D00654.obj,./ResampledDatabase/Car/m1488.obj,./ResampledDatabase/House/m451.obj
./ResampledDatabase/AquaticAnimal\m53.obj,0.983559,0,0,0,./ResampledDatabase/Fish/D00142.obj,./ResampledDatabase/Spoon/D00422.obj,./ResampledDatabase/Tree/D00200.obj,./ResampledDatabase/Gun/m665.obj,./ResampledDatabase/Cup/m495.obj,./ResampledDatabase/Humanoid/m198.obj
./ResampledDatabase/AquaticAnimal\m54.obj,0.984526,0.166667,0.0357143,0.0588235,./ResampledDatabase/Gun/m655.obj,./ResampledDatabase/Violin/D00506.obj,./ResampledDatabase/Apartment/D00086.obj,./ResampledDatabase/AquaticAnimal/m53.obj,./ResampledDatabase/Hand/D01118.obj,./ResampledDatabase/Quadruped/m103.obj
./ResampledDatabase/AquaticAnimal\m55.obj,0.983559,0,0,0,./ResampledDatabase/Spoon/D00422.obj,./ResampledDatabase/FloorLamp/m617.obj,./ResampledDatabase/Tree/m1072.obj,./ResampledDatabase/Gun/m676.obj,./ResampledDatabase/Tree/D00573.obj,./ResampledDatabase/Jet/m1235.obj
./ResampledDatabase/AquaticAnimal\m57.obj,0.983559,0,0,0,./ResampledDatabase/Gun/m676.obj,./ResampledDatabase/Spoon/D00144.obj,./ResampledDatabase/Tool/m1113.obj,./ResampledDatabase/Jet/m1221.obj,./ResampledDatabase/Chess/m1599.obj,./ResampledDatabase/Tree/m1093.obj
./ResampledDatabase/AquaticAnimal\m58.obj,0.983559,0,0,0,./ResampledDatabase/House/m456.obj,./ResampledDatabase/Bird/m50.obj,./ResampledDatabase/NonWheelChair/D00445.obj,./ResampledDatabase/Ship/m1457.obj,./ResampledDatabase/Tree/D00777.obj,./ResampledDatabase/Cup/D00882.obj
./ResampledDatabase/AquaticAnimal\m59.obj,0.983559,0,0,0,./ResampledDatabase/Truck/D00406.obj,./ResampledDatabase/ClassicPiano/D00009.obj,./ResampledDatabase/Train/D01163.obj,./ResampledDatabase/Train/D01027.obj,./ResampledDatabase/ClassicPiano/D00190.obj,./ResampledDatabase/Bus/D00446.obj
./ResampledDatabase/AquaticAnimal\m60.obj,0.984526,0.166667,0.0357143,0.0588235,./ResampledDatabase/Hand/m336.obj,./ResampledDatabase/Hand/m324.obj,./ResampledDatabase/AquaticAnimal/m62.obj,./ResampledDatabase/Hand/D01153.obj,./ResampledDatabase/Car/m1515.obj,./ResampledDatabase/Hand/D01118.obj
./ResampledDatabase/AquaticAnimal\m61.obj,0.985493,0.333333,0.0714286,0.117647,./ResampledDatabase/Fish/D00293.obj,./ResampledDatabase/Insect/D00315.obj,./ResampledDatabase/AquaticAnimal/m62.obj,./ResampledDatabase/NonWheelChair/m788.obj,./ResampledDatabase/AquaticAnimal/m78.obj,./ResampledDatabase/Bird/m32.obj
./ResampledDatabase/AquaticAnimal\m62.obj,0.984526,0.166667,0.0357143,0.0588235,./ResampledDatabase/AquaticAnimal/m60.obj,./ResampledDatabase/Car/m1515.obj,./ResampledDatabase/Gun/m665.obj,./ResampledDatabase/Hand/m336.obj,./ResampledDatabase/Humanoid/m152.obj,./ResampledDatabase/MilitaryVehicle/D00334.obj
./ResampledDatabase/AquaticAnimal\m63.obj,0.983559,0,0,0,./ResampledDatabase/WheelChair/D00499.obj,./ResampledDatabase/PlantIndoors/m1027.obj,./ResampledDatabase/PlantIndoors/m1000.obj,./ResampledDatabase/Fish/D00251.obj,./ResampledDatabase/NonWheelChair/m804.obj,./ResampledDatabase/Hand/D01041.obj
./ResampledDatabase/AquaticAnimal\m64.obj,0.983559,0,0,0,./ResampledDatabase/Ship/D00099.obj,./ResampledDatabase/Violin/D00704.obj,./ResampledDatabase/Skyscraper/D00822.obj,./ResampledDatabase/Gun/D00244.obj,./ResampledDatabase/Bottle/D00696.obj,./ResampledDatabase/Insect/D00315.obj
./ResampledDatabase/AquaticAnimal\m65.obj,0.983559,0,0,0,./ResampledDatabase/Fish/D00643.obj,./ResampledDatabase/Ship/m1450.obj,./ResampledDatabase/Starship/m1370.obj,./ResampledDatabase/Tree/m1070.obj,./ResampledDatabase/PlantIndoors/m1005.obj,./ResampledDatabase/PlantIndoors/m1000.obj
./ResampledDatabase/AquaticAnimal\m66.obj,0.983559,0,0,0,./ResampledDatabase/Helicopter/m1334.obj,./ResampledDatabase/Helicopter/m1333.obj,./ResampledDatabase/Computer/m1775.obj,./ResampledDatabase/Computer/D01026.obj,./ResampledDatabase/Chess/m1606.obj,./ResampledDatabase/Knife/m728.obj
./ResampledDatabase/AquaticAnimal\m67.obj,0.983559,0,0,0,./ResampledDatabase/Quadruped/D00508.obj,./ResampledDatabase/Bird/D00546.obj,./ResampledDatabase/Humanoid/m253.obj,./ResampledDatabase/Humanoid/m258.obj,./ResampledDatabase/Violin/D00701.obj,./ResampledDatabase/Car/m1502.obj
./ResampledDatabase/AquaticAnimal\m68.obj,0.984526,0.166667,0.0357143,0.0588235,./ResampledDatabase/Ship/m1433.obj,./ResampledDatabase/Ship/D00771.obj,./ResampledDatabase/Monoplane/D00011.obj,./ResampledDatabase/AquaticAnimal/m79.obj,./ResampledDatabase/Bird/D00234.obj,./ResampledDatabase/Jet/m1162.obj
./ResampledDatabase/AquaticAnimal\m69.obj,0.983559,0,0,0,./ResampledDatabase/Jet/m1168.obj,./ResampledDatabase/Jet/m1204.obj,./ResampledDatabase/Jet/m1185.obj,./ResampledDatabase/Jet/m1217.obj,./ResampledDatabase/Jet/m1238.obj,./ResampledDatabase/Jet/m1236.obj
./ResampledDatabase/AquaticAnimal\m70.obj,0.984526,0.166667,0.0357143,0.0588235,./ResampledDatabase/Helicopter/m1302.obj,./ResampledDatabase/Humanoid/m261.obj,./ResampledDatabase/AquaticAnimal/m81.obj,./ResampledDatabase/Humanoid/m175.obj,./ResampledDatabase/Bicycle/D00750.obj,./ResampledDatabase/Humanoid/m262.obj
./ResampledDatabase/AquaticAnimal\m71.obj,0.983559,0,0,0,./ResampledDatabase/Humanoid/m185.obj,./ResampledDatabase/Gun/m685.obj,./ResampledDatabase/Ship/m1434.obj,./ResampledDatabase/Humanoid/m154.obj,./ResampledDatabase/PlantWildNonTree/m979.obj,./ResampledDatabase/Humanoid/m131.obj
./ResampledDatabase/AquaticAnimal\m72.obj,0.984526,0.166667,0.0357143,0.0588235,./ResampledDatabase/Humanoid/m160.obj,./ResampledDatabase/Jet/m1301.obj,./ResampledDatabase/Insect/m4.obj,./ResampledDatabase/AquaticAnimal/m78.obj,./ResampledDatabase/Jet/m1246.obj,./ResampledDatabase/Jet/m1219.obj
./ResampledDatabase/AquaticAnimal\m73.obj,0.983559,0,0,0,./ResampledDatabase/Jet/m1288.obj,./ResampledDatabase/Insect/D00672.obj,./ResampledDatabase/Humanoid/m262.obj,./ResampledDatabase/Biplane/D00199.obj,./ResampledDatabase/Biplane/D00632.obj,./ResampledDatabase/Humanoid/m215.obj
./ResampledDatabase/AquaticAnimal\m74.obj,0.985493,0.333333,0.0714286,0.117647,./ResampledDatabase/AquaticAnimal/m81.obj,./ResampledDatabase/Humanoid/m260.obj,./ResampledDatabase/PlantIndoors/m1036.obj,./ResampledDatabase/NonWheelChair/D00936.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/Ship/m1448.obj
./ResampledDatabase/AquaticAnimal\m75.obj,0.984526,0.166667,0.0357143,0.0588235,./ResampledDatabase/AquaticAnimal/m78.obj,./ResampledDatabase/Humanoid/m206.obj,./ResampledDatabase/Jet/m1175.obj,./ResampledDatabase/Jet/m1202.obj,./ResampledDatabase/Jet/m1190.obj,./ResampledDatabase/Jet/m1168.obj
./ResampledDatabase/AquaticAnimal\m76.obj,0.983559,0,0,0,./ResampledDatabase/Humanoid/m206.obj,./ResampledDatabase/Insect/m1.obj,./ResampledDatabase/Bird/m30.obj,./ResampledDatabase/Knife/m728.obj,./ResampledDatabase/Jet/m1247.obj,./ResampledDatabase/Jet/m1219.obj
./ResampledDatabase/AquaticAnimal\m77.obj,0.983559,0,0,0,./ResampledDatabase/Helicopter/D00644.obj,./ResampledDatabase/Monoplane/D00098.obj,./ResampledDatabase/Jet/m1230.obj,./ResampledDatabase/Jet/m1199.obj,./ResampledDatabase/Bicycle/D00847.obj,./ResampledDatabase/Jet/m1279.obj
./ResampledDatabase/AquaticAnimal\m78.obj,0.984526,0.166667,0.0357143,0.0588235,./ResampledDatabase/AquaticAnimal/m75.obj,./ResampledDatabase/Humanoid/m160.obj,./ResampledDatabase/Humanoid/m206.obj,./ResampledDatabase/Insect/m4.obj,./ResampledDatabase/Helicopter/D00796.obj,./ResampledDatabase/Helicopter/m1316.obj
./ResampledDatabase/AquaticAnimal\m79.obj,0.984526,0.166667,0.0357143,0.0588235,./ResampledDatabase/Tool/m1107.obj,./ResampledDatabase/Gun/m682.obj,./ResampledDatabase/Gun/m653.obj,./ResampledDatabase/AquaticAnimal/m64.obj,./ResampledDatabase/Ship/m1440.obj,./ResampledDatabase/Knife/D01107.obj
./ResampledDatabase/AquaticAnimal\m80.obj,0.983559,0,0,0,./ResampledDatabase/Jet/m1249.obj,./ResampledDatabase/Humanoid/m246.obj,./ResampledDatabase/SubmachineGun/D00256.obj,./ResampledDatabase/Humanoid/m240.obj,./ResampledDatabase/Ship/D00791.obj,./ResampledDatabase/Humanoid/m238.obj
./ResampledDatabase/AquaticAnimal\m81.obj,0.985493,0.333333,0.0714286,0.117647,./ResampledDatabase/AquaticAnimal/m74.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/Helicopter/D00423.obj,./ResampledDatabase/Ship/m1448.obj,./ResampledDatabase/Humanoid/m260.obj,./ResampledDatabase/PlantIndoors/m1036.obj
./ResampledDatabase/Bed\D00031.obj,0.987427,0.166667,0.0454545,0.0714286,./ResampledDatabase/MultiSeat/D00586.obj,./ResampledDatabase/MultiSeat/m838.obj,./ResampledDatabase/MultiSeat/D00588.obj,./ResampledDatabase/Bed/D00836.obj,./ResampledDatabase/MilitaryVehicle/D00051.obj,./ResampledDatabase/RoundTable/D00827.obj
./ResampledDatabase/Bed\D00110.obj,0.987427,0.166667,0.0454545,0.0714286,./ResampledDatabase/MultiSeat/m841.obj,./ResampledDatabase/Bed/D00545.obj,./ResampledDatabase/Sign/m1683.obj,./ResampledDatabase/Shelf/D00352.obj,./ResampledDatabase/Door/D01062.obj,./ResampledDatabase/Shelf/m863.obj
./ResampledDatabase/Bed\D00121.obj,0.987427,0.166667,0.0454545,0.0714286,./ResampledDatabase/MultiSeat/D00985.obj,./ResampledDatabase/MultiSeat/D00036.obj,./ResampledDatabase/Bed/D00417.obj,./ResampledDatabase/Apartment/D00792.obj,./ResampledDatabase/Chess/m1593.obj,./ResampledDatabase/Biplane/D00601.obj
./ResampledDatabase/Bed\D00210.obj,0.98646,0,0,0,./ResampledDatabase/Shelf/D00242.obj,./ResampledDatabase/Shelf/D00592.obj,./ResampledDatabase/Shelf/m844.obj,./ResampledDatabase/RectangleTable/m901.obj,./ResampledDatabase/House/D00901.obj,./ResampledDatabase/RectangleTable/D00295.obj
./ResampledDatabase/Bed\D00213.obj,0.987427,0.166667,0.0454545,0.0714286,./ResampledDatabase/MultiSeat/m835.obj,./ResampledDatabase/MultiSeat/D00245.obj,./ResampledDatabase/MultiSeat/m830.obj,./ResampledDatabase/Bed/D00969.obj,./ResampledDatabase/RectangleTable/m889.obj,./ResampledDatabase/DeskPhone/D00486.obj
./ResampledDatabase/Bed\D00217.obj,0.98646,0,0,0,./ResampledDatabase/Car/m1490.obj,./ResampledDatabase/MultiSeat/D00652.obj,./ResampledDatabase/MultiSeat/D00145.obj,./ResampledDatabase/RoundTable/m930.obj,./ResampledDatabase/NonWheelChair/m786.obj,./ResampledDatabase/RectangleTable/D00243.obj
./ResampledDatabase/Bed\D00307.obj,0.987427,0.166667,0.0454545,0.0714286,./ResampledDatabase/MilitaryVehicle/D00017.obj,./ResampledDatabase/MultiSeat/D00036.obj,./ResampledDatabase/Bed/D00565.obj,./ResampledDatabase/House/D00286.obj,./ResampledDatabase/Shelf/D00129.obj,./ResampledDatabase/MultiSeat/D00046.obj
./ResampledDatabase/Bed\D00417.obj,0.989362,0.5,0.136364,0.214286,./ResampledDatabase/Chess/m1596.obj,./ResampledDatabase/MultiSeat/D00036.obj,./ResampledDatabase/Bed/D00565.obj,./ResampledDatabase/MilitaryVehicle/D00952.obj,./ResampledDatabase/Bed/D00121.obj,./ResampledDatabase/Bed/D00650.obj
./ResampledDatabase/Bed\D00545.obj,0.988395,0.333333,0.0909091,0.142857,./ResampledDatabase/MultiSeat/m841.obj,./ResampledDatabase/Monitor/D00141.obj,./ResampledDatabase/RectangleTable/m890.obj,./ResampledDatabase/Bed/D00735.obj,./ResampledDatabase/Bed/D00110.obj,./ResampledDatabase/DeskPhone/D00556.obj
./ResampledDatabase/Bed\D00565.obj,0.98646,0,0,0,./ResampledDatabase/RectangleTable/m887.obj,./ResampledDatabase/MultiSeat/D00036.obj,./ResampledDatabase/Shelf/m860.obj,./ResampledDatabase/House/D00286.obj,./ResampledDatabase/DeskPhone/D00894.obj,./ResampledDatabase/MultiSeat/m839.obj
./ResampledDatabase/Bed\D00650.obj,0.987427,0.166667,0.0454545,0.0714286,./ResampledDatabase/House/D00095.obj,./ResampledDatabase/MultiSeat/m839.obj,./ResampledDatabase/Bed/D00836.obj,./ResampledDatabase/RectangleTable/m887.obj,./ResampledDatabase/RoundTable/m934.obj,./ResampledDatabase/Chess/m1596.obj
./ResampledDatabase/Bed\D00735.obj,0.98646,0,0,0,./ResampledDatabase/RectangleTable/m886.obj,./ResampledDatabase/Shelf/m847.obj,./ResampledDatabase/MultiSeat/m840.obj,./ResampledDatabase/Monitor/D00141.obj,./ResampledDatabase/House/D00889.obj,./ResampledDatabase/MultiSeat/m841.obj
./ResampledDatabase/Bed\D00836.obj,0.98646,0,0,0,./ResampledDatabase/MultiSeat/m833.obj,./ResampledDatabase/Monitor/D00339.obj,./ResampledDatabase/MultiSeat/D00586.obj,./ResampledDatabase/MultiSeat/m839.obj,./ResampledDatabase/DeskPhone/D00894.obj,./ResampledDatabase/MilitaryVehicle/D00051.obj
./ResampledDatabase/Bed\D00839.obj,0.98646,0,0,0,./ResampledDatabase/Shelf/m849.obj,./ResampledDatabase/MultiSeat/D00985.obj,./ResampledDatabase/PianoBoard/D00381.obj,./ResampledDatabase/House/D00091.obj,./ResampledDatabase/House/D00286.obj,./ResampledDatabase/House/D00889.obj
./ResampledDatabase/Bed\D00969.obj,0.987427,0.166667,0.0454545,0.0714286,./ResampledDatabase/DeskPhone/D00486.obj,./ResampledDatabase/Bed/D00213.obj,./ResampledDatabase/MultiSeat/m830.obj,./ResampledDatabase/MultiSeat/m839.obj,./ResampledDatabase/Cup/D00206.obj,./ResampledDatabase/MultiSeat/m833.obj
./ResampledDatabase/Bed\D00988.obj,0.987427,0.166667,0.0454545,0.0714286,./ResampledDatabase/Shelf/m853.obj,./ResampledDatabase/Shelf/m852.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/Bed/m947.obj,./ResampledDatabase/MilitaryVehicle/D00799.obj,./ResampledDatabase/RectangleTable/m902.obj
./ResampledDatabase/Bed\m946.obj,0.98646,0,0,0,./ResampledDatabase/Door/D01052.obj,./ResampledDatabase/RectangleTable/m872.obj,./ResampledDatabase/Shelf/m865.obj,./ResampledDatabase/DeskPhone/D00680.obj,./ResampledDatabase/RoundTable/m921.obj,./ResampledDatabase/MultiSeat/m836.obj
./ResampledDatabase/Bed\m947.obj,0.987427,0.166667,0.0454545,0.0714286,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/Shelf/m861.obj,./ResampledDatabase/Bed/D00988.obj,./ResampledDatabase/Shelf/m853.obj,./ResampledDatabase/RectangleTable/m902.obj,./ResampledDatabase/MilitaryVehicle/D00799.obj
./ResampledDatabase/Bed\m948.obj,0.98646,0,0,0,./ResampledDatabase/RectangleTable/D00230.obj,./ResampledDatabase/RoundTable/D00827.obj,./ResampledDatabase/BuildingNonResidential/m390.obj,./ResampledDatabase/MilitaryVehicle/D00051.obj,./ResampledDatabase/RoundTable/D00094.obj,./ResampledDatabase/MultiSeat/m839.obj
