Class,File,BaryX,BaryY,BaryZ,LargeEig,SmallEig
"./ResampledDatabase/Apartment",D00651.obj,-0.00314017,-0.0183552,-0.0368197,0.259486,0.0342435
"./ResampledDatabase/Apartment",D00681.obj,-0.00794888,0.0268629,-0.0312445,0.371389,0.0495703
"./ResampledDatabase/Apartment",D00780.obj,-0.182621,-0.00193054,0.00803402,0.368047,0.01575
"./ResampledDatabase/Apartment",D00792.obj,-0.0163913,0.0185103,-0.00367359,0.202529,0.103838
"./ResampledDatabase/Apartment",D00859.obj,-0.0214799,-0.0291677,-0.00370944,0.308963,0.0209005
"./ResampledDatabase/Apartment",D00860.obj,-0.0280783,-0.0520121,-0.00540959,0.22954,0.0470331
"./ResampledDatabase/Apartment",D00869.obj,-0.0101669,-0.00163512,-0.0552216,0.395244,0.108306
"./ResampledDatabase/Apartment",D00921.obj,0.132704,0.034213,-0.020668,0.141515,0.0814943
"./ResampledDatabase/Apartment",D00953.obj,-0.0338035,-0.0647618,-0.0414313,0.138771,0.0501611
"./ResampledDatabase/Apartment",m463.obj,0.264511,-0.00664563,-0.000885292,0.214558,0.0456184
"./ResampledDatabase/Apartment",m464.obj,0.13055,0.00246996,0.000838943,0.0703942,0.00360314
"./ResampledDatabase/Apartment",m465.obj,0.0258579,-0.0220232,0.00824839,0.349961,0.00954692
"./ResampledDatabase/AquaticAnimal",m53.obj,-0.157914,-0.0115708,-0.016162,0.0499039,0.000803052
"./ResampledDatabase/AquaticAnimal",m54.obj,-0.0912225,-0.0180261,-0.0243178,0.0674933,0.00157083
"./ResampledDatabase/AquaticAnimal",m55.obj,-0.185769,-0.000974895,-0.0150272,0.0566875,0.00118692
"./ResampledDatabase/AquaticAnimal",m56.obj,-0.330939,-0.00958092,-0.00070302,0.0538399,0.000923371
"./ResampledDatabase/AquaticAnimal",m57.obj,-0.347654,-0.0266967,-0.000634332,0.0501277,0.000683431
"./ResampledDatabase/AquaticAnimal",m58.obj,0.0477597,0.044949,0.00796216,0.221665,0.0445216
"./ResampledDatabase/AquaticAnimal",m59.obj,-0.0187737,-0.0145601,-0.0192942,0.231401,0.00624391
"./ResampledDatabase/AquaticAnimal",m60.obj,-0.0968743,-0.0184006,-0.00125088,0.23428,0.00794031
"./ResampledDatabase/AquaticAnimal",m61.obj,0.089086,-0.0324612,0.000459055,0.208589,0.00875404
"./ResampledDatabase/AquaticAnimal",m62.obj,0.0874309,-0.0264588,6.68003e-06,0.179943,0.00283874
"./ResampledDatabase/AquaticAnimal",m63.obj,-0.123812,-0.102007,0.00994594,0.220123,0.0778098
"./ResampledDatabase/AquaticAnimal",m64.obj,0.0519039,-0.00657266,-0.00233769,0.202136,0.00559168
"./ResampledDatabase/AquaticAnimal",m65.obj,-0.154365,-0.0285794,-0.000420475,0.19393,0.0110694
"./ResampledDatabase/AquaticAnimal",m66.obj,0.0695885,-0.000528769,0.0217101,0.333728,0.0265418
"./ResampledDatabase/AquaticAnimal",m67.obj,-0.0394118,-0.0189383,0.00399096,0.0793758,0.000922389
"./ResampledDatabase/AquaticAnimal",m68.obj,-0.0259997,-0.00834311,-0.00188291,0.160303,0.00572241
"./ResampledDatabase/AquaticAnimal",m69.obj,0.111073,0.000261836,-0.0351494,0.205387,0.00911224
"./ResampledDatabase/AquaticAnimal",m70.obj,0.0423542,-3.78481e-05,0.0507822,0.226551,0.00816824
"./ResampledDatabase/AquaticAnimal",m71.obj,0.0193819,0.0476695,0.00420829,0.243026,0.014475
"./ResampledDatabase/AquaticAnimal",m72.obj,-0.0473173,-0.0019244,0.0440352,0.198282,0.00941972
"./ResampledDatabase/AquaticAnimal",m73.obj,-0.0172057,-0.0630167,0.00011442,0.27455,0.0194145
"./ResampledDatabase/AquaticAnimal",m74.obj,0.0824813,0.00201067,-0.0387978,0.227091,0.0107418
"./ResampledDatabase/AquaticAnimal",m75.obj,0.074808,0.000103161,0.0354545,0.22442,0.0129661
"./ResampledDatabase/AquaticAnimal",m76.obj,0.0647345,-0.0109761,-0.000168258,0.2862,0.0126182
"./ResampledDatabase/AquaticAnimal",m77.obj,0.0628751,-0.0305072,0.0402495,0.0692475,0.00243223
"./ResampledDatabase/AquaticAnimal",m78.obj,0.0576899,0.0438013,0.0240003,0.261088,0.0169601
"./ResampledDatabase/AquaticAnimal",m79.obj,0.0549914,0.0212911,0.0262472,0.270162,0.00544204
"./ResampledDatabase/AquaticAnimal",m80.obj,0.0504963,-0.0277683,0.0450098,0.239969,0.00968246
"./ResampledDatabase/AquaticAnimal",m81.obj,0.0804087,-0.00212701,0.0409266,0.203764,0.00979327
"./ResampledDatabase/Bed",D00031.obj,0.0767294,-0.011193,0.0193134,0.351482,0.0146367
"./ResampledDatabase/Bed",D00110.obj,0.00723582,-0.00520893,0.0363103,0.509859,0.0117235
"./ResampledDatabase/Bed",D00121.obj,-0.0546207,-0.050255,-0.0168666,0.566857,0.0400163
"./ResampledDatabase/Bed",D00184.obj,-0.0416486,-0.00661066,-0.0711048,0.253438,0.0314568
"./ResampledDatabase/Bed",D00210.obj,-0.0551649,0.00121797,-0.0471194,0.365938,0.0145321
"./ResampledDatabase/Bed",D00213.obj,-0.00525659,-0.00635425,-0.00478326,0.546115,0.0165714
"./ResampledDatabase/Bed",D00217.obj,-0.00651435,-0.00123615,0.0458236,0.668029,0.0269165
"./ResampledDatabase/Bed",D00307.obj,1.48278e-05,-0.00989145,-0.0465528,0.264591,0.0116489
"./ResampledDatabase/Bed",D00322.obj,-0.00815675,-0.005247,-0.0273646,0.576991,0.0162985
"./ResampledDatabase/Bed",D00417.obj,0.0181636,-0.03521,0.0148141,0.409819,0.0133233
"./ResampledDatabase/Bed",D00538.obj,0.11286,-0.0680527,-0.0898384,0.589955,0.0420325
"./ResampledDatabase/Bed",D00545.obj,0.011258,-0.00367705,0.0330149,0.341939,0.0145209
"./ResampledDatabase/Bed",D00552.obj,-0.0594236,0.124707,0.000239601,0.177859,0.033048
"./ResampledDatabase/Bed",D00565.obj,0.0221639,-0.00336668,0.00661789,0.303499,0.00688265
"./ResampledDatabase/Bed",D00650.obj,0.00121702,0.00446877,-0.0119425,0.746486,0.0375542
"./ResampledDatabase/Bed",D00735.obj,0.0128544,-0.000161772,0.0272607,0.361812,0.0209164
"./ResampledDatabase/Bed",D00836.obj,0.0114704,-0.0015466,0.0312438,0.513305,0.0374663
"./ResampledDatabase/Bed",D00839.obj,0.0145913,-0.0174808,-0.0239507,0.656017,0.0175284
"./ResampledDatabase/Bed",D00969.obj,-0.0849041,-0.00967473,-0.00318555,0.403083,0.0383143
"./ResampledDatabase/Bed",D00988.obj,0.00509096,-0.00167658,-0.062293,0.395536,0.0150293
"./ResampledDatabase/Bed",m945.obj,0.0947736,-0.10063,-0.0356164,0.0830424,0.0134298
"./ResampledDatabase/Bed",m946.obj,-0.00648845,-0.00100217,0.0117262,0.448963,0.0211844
"./ResampledDatabase/Bed",m947.obj,0.000371967,-0.0043512,-0.0729474,0.631539,0.0321545
"./ResampledDatabase/Bed",m948.obj,0.0876188,-0.00900495,0.185414,0.711928,0.394228
"./ResampledDatabase/Bed",m949.obj,-0.00127559,0.1847,-0.00712538,0.527279,0.104495
"./ResampledDatabase/Bed",m950.obj,-0.000787931,-0.00684455,0.176989,0.444528,0.145675
"./ResampledDatabase/Bed",m951.obj,0.0189615,-0.00442846,0.00608245,0.472117,0.0212825
"./ResampledDatabase/Bicycle",D00016.obj,-0.00361643,-0.0890631,-0.00874057,0.358102,0.001938
"./ResampledDatabase/Bicycle",D00033.obj,-0.0052301,-0.0697867,-0.00292449,0.311143,0.00307617
"./ResampledDatabase/Bicycle",D00040.obj,-0.0338099,0.0537555,-0.0142529,0.0909298,0.00136263
"./ResampledDatabase/Bicycle",D00077.obj,0.00422047,0.0394984,0.00651371,0.218599,0.00432233
"./ResampledDatabase/Bicycle",D00078.obj,-0.0126429,-0.0316251,0.0173214,0.292421,0.00818952
"./ResampledDatabase/Bicycle",D00462.obj,-0.0931762,-0.0292667,0.00429243,0.250207,0.00260679
"./ResampledDatabase/Bicycle",D00514.obj,0.044462,-0.0380217,-0.00124921,0.281066,0.00422983
"./ResampledDatabase/Bicycle",D00536.obj,-0.0136109,-0.0128448,0.0020214,0.308871,0.0167005
"./ResampledDatabase/Bicycle",D00555.obj,-0.039508,-0.00920936,0.137888,0.238494,0.00621346
"./ResampledDatabase/Bicycle",D00558.obj,-0.00394095,0.000348885,0.00201854,0.279481,0.00425044
"./ResampledDatabase/Bicycle",D00567.obj,-0.00698032,-0.0906677,-0.00400077,0.268361,0.00293674
"./ResampledDatabase/Bicycle",D00621.obj,-0.0111279,-0.0844738,0.00817217,0.359093,0.00194337
"./ResampledDatabase/Bicycle",D00708.obj,-0.0444274,-0.0188361,-0.00599654,0.256599,0.00307881
"./ResampledDatabase/Bicycle",D00750.obj,-0.0585577,-0.0553101,0.00352877,0.338872,0.00896349
"./ResampledDatabase/Bicycle",D00838.obj,-0.0622934,0.00440855,-0.00912917,0.258158,0.00333516
"./ResampledDatabase/Bicycle",D00847.obj,-0.047332,0.00712875,0.0177698,0.285628,0.00809509
"./ResampledDatabase/Bicycle",D00904.obj,-0.0686382,-0.0515837,-0.00184469,0.29771,0.00263686
"./ResampledDatabase/Bicycle",D00930.obj,-0.0502184,0.0465522,0.00931329,0.238407,0.00748491
"./ResampledDatabase/Bicycle",D00931.obj,0.0535164,0.0343254,-0.00929464,0.274248,0.00630863
"./ResampledDatabase/Bicycle",D00974.obj,0.0144696,-0.0159714,0.00890922,0.186173,0.0037798
"./ResampledDatabase/Bicycle",m1472.obj,-0.00482119,-0.0330266,0.00392942,0.28158,0.00711747
"./ResampledDatabase/Bicycle",m1473.obj,-0.00290624,-0.0730177,-0.00335087,0.311068,0.0030754
"./ResampledDatabase/Bicycle",m1475.obj,0.0087742,-0.0137528,0.00892556,0.0455545,0.000925248
"./ResampledDatabase/Bicycle",m1476.obj,-0.0129267,-0.0971758,-0.00381202,0.267032,0.0029222
"./ResampledDatabase/Bicycle",m1477.obj,-0.0228237,0.00982813,-0.0258763,0.0519594,0.00200057
"./ResampledDatabase/Bicycle",m1478.obj,-0.0412209,-0.084216,0.00810105,0.354376,0.00191783
"./ResampledDatabase/Biplane",D00069.obj,-0.00412521,0.00931099,-0.0165695,0.21679,0.0184665
"./ResampledDatabase/Biplane",D00132.obj,-0.00727969,0.156517,-0.0322246,0.280029,0.00865256
"./ResampledDatabase/Biplane",D00178.obj,0.0762219,-0.0792015,-0.00427108,0.0594784,0.0042299
"./ResampledDatabase/Biplane",D00199.obj,-0.018935,0.102573,-0.0506253,0.210195,0.0219972
"./ResampledDatabase/Biplane",D00246.obj,-0.0070849,0.0624718,-0.0159842,0.0769717,0.00418152
"./ResampledDatabase/Biplane",D00276.obj,-0.00525417,0.142225,0.06985,0.193851,0.0497245
"./ResampledDatabase/Biplane",D00277.obj,0.0361105,0.0238833,-0.0195437,0.0640666,0.012627
"./ResampledDatabase/Biplane",D00320.obj,-0.00326324,0.0517808,-0.0302673,0.0923325,0.0105134
"./ResampledDatabase/Biplane",D00373.obj,0.0860292,-0.0122551,-0.0485792,0.24887,0.0191434
"./ResampledDatabase/Biplane",D00410.obj,-0.00417297,0.102405,-0.0331629,0.138925,0.00938754
"./ResampledDatabase/Biplane",D00490.obj,0.0540187,-0.0261111,0.0180792,0.13209,0.0122165
"./ResampledDatabase/Biplane",D00515.obj,0.0249626,-0.0585206,-0.0331319,0.207092,0.0247672
"./ResampledDatabase/Biplane",D00601.obj,0.0152803,0.0442932,-0.000557426,0.134366,0.0378609
"./ResampledDatabase/Biplane",D00616.obj,-0.00807252,0.0180114,-0.0151017,0.168009,0.0088723
"./ResampledDatabase/Biplane",D00632.obj,-0.00301007,0.0950611,0.0298956,0.156253,0.0200242
"./ResampledDatabase/Biplane",D00634.obj,0.014751,-0.04792,0.022797,0.114568,0.0136667
"./ResampledDatabase/Biplane",D00666.obj,-0.00455138,-0.00978478,-0.0265758,0.200874,0.0161687
"./ResampledDatabase/Biplane",D00854.obj,0.137204,-0.00349573,-0.00555303,0.0922178,0.0164002
"./ResampledDatabase/Biplane",D00890.obj,0.110148,-0.0158743,0.0146196,0.154415,0.013219
"./ResampledDatabase/Biplane",D00900.obj,-0.00643122,0.109628,-0.00744872,0.122754,0.00909487
"./ResampledDatabase/Biplane",m1118.obj,-0.0103014,-0.0117083,-0.020886,0.0593347,0.0044534
"./ResampledDatabase/Biplane",m1119.obj,-0.00506113,0.186137,-0.0482469,0.200806,0.0326361
"./ResampledDatabase/Biplane",m1120.obj,0.0778864,-0.000106576,0.0233562,0.0458984,0.00334542
"./ResampledDatabase/Biplane",m1121.obj,-0.00124591,0.130402,-0.0711643,0.18013,0.0295478
"./ResampledDatabase/Biplane",m1122.obj,-0.05408,-0.0453296,-0.0153138,0.0359572,0.00400215
"./ResampledDatabase/Biplane",m1123.obj,-0.000872074,0.0506827,-0.0484658,0.216174,0.0195274
"./ResampledDatabase/Biplane",m1124.obj,-0.00147753,0.0897603,-0.0446277,0.209103,0.0135713
"./ResampledDatabase/Biplane",m1125.obj,-0.000573098,0.105677,0.0116592,0.222948,0.0351428
"./ResampledDatabase/Biplane",m1126.obj,-0.00313402,-0.0846015,-0.0276484,0.240734,0.0262822
"./ResampledDatabase/Biplane",m1127.obj,-0.000773788,0.196249,-0.012508,0.226877,0.0203096
"./ResampledDatabase/Biplane",m1128.obj,-0.00154599,0.0111773,-0.0347533,0.20814,0.0159197
"./ResampledDatabase/Biplane",m1129.obj,-0.00528569,0.120332,0.0337545,0.128364,0.017382
"./ResampledDatabase/Biplane",m1131.obj,-0.00236641,0.0947466,-0.0307221,0.212132,0.0177699
"./ResampledDatabase/Biplane",m1132.obj,-0.00062788,0.0280172,-0.029651,0.212735,0.00989811
"./ResampledDatabase/Biplane",m1133.obj,-0.000411296,0.104052,-0.0354542,0.156503,0.0200561
"./ResampledDatabase/Biplane",m1134.obj,-0.00645625,0.0729138,0.0214565,0.247496,0.00590879
"./ResampledDatabase/Biplane",m1135.obj,-0.00519991,0.0145629,-0.0178201,0.22394,0.0106512
"./ResampledDatabase/Biplane",m1136.obj,-0.00272877,0.0745749,0.00144271,0.094077,0.0143058
"./ResampledDatabase/Biplane",m1137.obj,0.000342762,0.0569408,-0.00420705,0.218265,0.00560913
"./ResampledDatabase/Biplane",m1138.obj,0.0496012,3.14364e-05,-0.0257456,0.188559,0.0295821
"./ResampledDatabase/Biplane",m1139.obj,-0.00292448,-0.0110069,-0.0307934,0.20514,0.0231236
"./ResampledDatabase/Biplane",m1141.obj,-0.0451905,0.111371,-0.0653912,0.0255767,0.00421893
"./ResampledDatabase/Biplane",m1143.obj,-0.00764714,-0.0138359,-0.0135749,0.224129,0.0183254
"./ResampledDatabase/Biplane",m1144.obj,0.0944125,0.0189927,-0.0354327,0.124751,0.019717
"./ResampledDatabase/Biplane",m1146.obj,-0.0245292,-0.00353941,0.0655365,0.198016,0.00598378
"./ResampledDatabase/Bird",D00089.obj,0.00119994,-0.00849853,-0.0254352,0.182661,0.0201969
"./ResampledDatabase/Bird",D00113.obj,-0.0465343,0.0462418,0.000794212,0.18638,0.058318
"./ResampledDatabase/Bird",D00164.obj,-0.0066256,0.0246793,0.0782799,0.11411,0.0195016
"./ResampledDatabase/Bird",D00234.obj,-0.0018633,0.0825558,-0.058142,0.142271,0.0147271
"./ResampledDatabase/Bird",D00271.obj,-0.0094601,-0.0361019,-0.0305518,0.144927,0.0108054
"./ResampledDatabase/Bird",D00284.obj,-0.0114398,-0.00941904,-0.0207538,0.0725277,0.0170494
"./ResampledDatabase/Bird",D00323.obj,-0.000860121,-0.0312762,-0.0105092,0.153024,0.000390898
"./ResampledDatabase/Bird",D00386.obj,-0.0047286,0.0120924,-0.0147001,0.264198,0.00125471
"./ResampledDatabase/Bird",D00438.obj,-0.000215318,0.0382057,0.0331159,0.20719,0.00318592
"./ResampledDatabase/Bird",D00442.obj,0.0165495,-0.0176886,0.076685,0.0941239,0.036025
"./ResampledDatabase/Bird",D00546.obj,-0.00108291,0.0305878,-0.00672174,0.125594,0.00556765
"./ResampledDatabase/Bird",D00599.obj,-0.00253719,0.0368213,0.0257534,0.200161,0.00188519
"./ResampledDatabase/Bird",D00625.obj,-0.000185091,0.054069,0.0989511,0.214756,0.0250393
"./ResampledDatabase/Bird",D00689.obj,-0.00051308,-0.0422773,-0.0415851,0.195386,0.011908
"./ResampledDatabase/Bird",D00736.obj,0.000510379,-0.0194071,-0.0299212,0.184693,0.00466878
"./ResampledDatabase/Bird",D00762.obj,-0.000711238,-0.0420785,-0.0202213,0.157279,0.0281756
"./ResampledDatabase/Bird",D00862.obj,-0.00476165,0.0281713,0.0806131,0.196831,0.006752
"./ResampledDatabase/Bird",D00922.obj,-0.00684032,0.0718013,-0.042255,0.161839,0.0447366
"./ResampledDatabase/Bird",D00961.obj,-0.00174083,0.0509629,0.0247238,0.204855,0.00380923
"./ResampledDatabase/Bird",D00999.obj,-0.00348652,-0.0111301,0.0386677,0.201232,0.00168547
"./ResampledDatabase/Bird",m28.obj,0.00354815,0.082855,-0.00414606,0.0494087,0.00682668
"./ResampledDatabase/Bird",m29.obj,-0.154516,0.0706711,7.44382e-05,0.230628,0.028224
"./ResampledDatabase/Bird",m30.obj,0.0655576,0.0133558,-0.00136578,0.222841,0.0206634
"./ResampledDatabase/Bird",m31.obj,0.00677249,0.00025904,-0.0156833,0.351952,0.0447736
"./ResampledDatabase/Bird",m32.obj,0.0589576,0.0833903,-0.000813632,0.267544,0.0348352
"./ResampledDatabase/Bird",m33.obj,-0.0536461,-0.0422458,0.000235937,0.16527,0.0460541
"./ResampledDatabase/Bird",m34.obj,0.000637513,-0.0064685,-0.0149068,0.179293,0.0201419
"./ResampledDatabase/Bird",m35.obj,0.0602953,-0.00513029,-0.0463358,0.207387,0.0907586
"./ResampledDatabase/Bird",m36.obj,-0.0157526,-0.136167,0.0583584,0.212798,0.0328323
"./ResampledDatabase/Bird",m37.obj,0.00338383,0.071324,-0.0312281,0.169024,0.0302585
"./ResampledDatabase/Bird",m38.obj,-0.000528729,-0.00966807,0.0370137,0.206746,0.00174986
"./ResampledDatabase/Bird",m39.obj,0.0419161,-0.00345427,-0.0615852,0.124382,0.00883074
"./ResampledDatabase/Bird",m40.obj,-0.00291081,-0.0488903,-0.0438185,0.194704,0.0118724
"./ResampledDatabase/Bird",m41.obj,-0.000378886,0.0427718,-0.0349795,0.207384,0.00319635
"./ResampledDatabase/Bird",m42.obj,-0.0149229,0.022819,0.057853,0.160338,0.00333804
"./ResampledDatabase/Bird",m43.obj,-0.00491091,0.0825233,0.0236195,0.11815,0.0137042
"./ResampledDatabase/Bird",m44.obj,-0.00328707,-0.0374057,-0.00276065,0.183676,0.005133
"./ResampledDatabase/Bird",m45.obj,0.0079069,-0.00283027,0.0184646,0.014138,0.0034062
"./ResampledDatabase/Bird",m47.obj,-0.0182164,0.0471553,0.0301416,0.123324,0.00392086
"./ResampledDatabase/Bird",m48.obj,0.0409641,-0.00369406,0.000302289,0.249642,0.0356406
"./ResampledDatabase/Bird",m49.obj,-0.0712414,-0.0398565,-3.39446e-05,0.335779,0.118235
"./ResampledDatabase/Bird",m50.obj,0.065633,-0.0139865,-0.00194151,0.220228,0.037624
"./ResampledDatabase/Bird",m51.obj,-0.0900076,0.000116536,0.0130302,0.217258,0.0460525
"./ResampledDatabase/Bird",m52.obj,-0.0619444,0.0343456,-0.00314845,0.156517,0.063204
"./ResampledDatabase/Bookset",D01009.obj,-0.00725932,-0.090914,-0.070107,0.391923,0.153843
"./ResampledDatabase/Bookset",D01013.obj,0.0972789,-0.00692542,-0.0165504,0.261392,0.104389
"./ResampledDatabase/Bookset",D01030.obj,-0.0602278,0.0289896,-0.00149916,0.330995,0.167055
"./ResampledDatabase/Bookset",D01038.obj,-0.0906028,0.00682564,-0.0175263,0.274909,0.0254897
"./ResampledDatabase/Bookset",D01042.obj,0.0558507,-0.0100595,0.017416,0.298331,0.17473
"./ResampledDatabase/Bookset",D01050.obj,0.0293437,-0.00569566,0.0238836,0.337116,0.192583
"./ResampledDatabase/Bookset",D01065.obj,0.0490683,-0.00391822,-0.0326949,0.267666,0.0861598
"./ResampledDatabase/Bookset",D01078.obj,-0.0209901,-0.01909,-0.0369703,0.357371,0.0760929
"./ResampledDatabase/Bookset",D01096.obj,-0.0265145,0.0238953,-0.00753716,0.311309,0.0911672
"./ResampledDatabase/Bookset",D01108.obj,0.00058024,0.023442,-0.00278998,0.318105,0.0668976
"./ResampledDatabase/Bookset",D01109.obj,-0.012976,-0.0338035,-0.04018,0.360288,0.223254
"./ResampledDatabase/Bookset",D01110.obj,0.0221928,0.0134616,0.0227009,0.335809,0.176503
"./ResampledDatabase/Bookset",D01122.obj,-0.0112147,-0.012899,-0.0212215,0.355761,0.1285
"./ResampledDatabase/Bookset",D01135.obj,0.0289673,-0.00411336,-0.0255792,0.331751,0.0367515
"./ResampledDatabase/Bookset",D01146.obj,-0.161544,0.00666423,-0.0285093,0.0989684,0.0453003
"./ResampledDatabase/Bookset",D01182.obj,0.0112968,-0.10501,-0.0212863,0.340428,0.128217
"./ResampledDatabase/Bookset",D01183.obj,-0.0308471,-0.00615071,-0.00713084,0.316419,0.138097
"./ResampledDatabase/Bookset",D01184.obj,0.00889007,-0.0336307,-0.0342799,0.33116,0.121879
"./ResampledDatabase/Bookset",D01190.obj,0.0125672,-0.0217226,-0.00589917,0.24737,0.0257206
"./ResampledDatabase/Bookset",D01199.obj,-0.0144659,-0.0375076,-0.0224073,0.280915,0.0967449
"./ResampledDatabase/Bottle",D00020.obj,-0.173236,-0.000309541,-0.00518041,0.266966,0.0257244
"./ResampledDatabase/Bottle",D00123.obj,-0.227839,-0.000622998,-0.00111122,0.411304,0.0157431
"./ResampledDatabase/Bottle",D00139.obj,0.133694,0.00479269,4.66211e-05,0.379642,0.0156668
"./ResampledDatabase/Bottle",D00166.obj,0.0683149,-0.00797335,0.0110052,0.4378,0.0320728
"./ResampledDatabase/Bottle",D00176.obj,0.0711764,-0.0103162,-0.0102437,0.354105,0.0191343
"./ResampledDatabase/Bottle",D00208.obj,0.0991314,0.000463842,-0.000200901,0.424322,0.0241932
"./ResampledDatabase/Bottle",D00281.obj,-0.154085,-0.00550134,0.0200394,0.348125,0.0263687
"./ResampledDatabase/Bottle",D00311.obj,-0.150499,0.000331732,-0.0019205,0.357882,0.0575915
"./ResampledDatabase/Bottle",D00347.obj,-0.150596,0.000805227,-0.00208703,0.291468,0.0233098
"./ResampledDatabase/Bottle",D00350.obj,-0.172494,-0.00679024,-0.0164459,0.347868,0.0223268
"./ResampledDatabase/Bottle",D00390.obj,-0.179431,-0.000693472,-0.00114942,0.270404,0.0868955
"./ResampledDatabase/Bottle",D00451.obj,0.0687012,-0.00135146,-0.00465888,0.155898,0.0151538
"./ResampledDatabase/Bottle",D00679.obj,-0.0752767,-0.00244777,-0.0151421,0.408026,0.0135512
"./ResampledDatabase/Bottle",D00696.obj,0.0669859,-0.00148276,-0.00805764,0.24702,0.0151598
"./ResampledDatabase/Bottle",D00711.obj,-0.0375536,-0.000803638,-0.000793395,0.309347,0.0712353
"./ResampledDatabase/Bottle",D00716.obj,-0.0721395,-0.000611548,-0.000440648,0.281825,0.0102375
"./ResampledDatabase/Bottle",D00726.obj,0.0013904,0.00745251,-0.0150432,0.170888,0.0128547
"./ResampledDatabase/Bottle",D00892.obj,-0.112509,-3.2962e-05,-0.00129738,0.311447,0.0202479
"./ResampledDatabase/Bottle",D00940.obj,-0.125049,-0.000847658,-0.00108986,0.29422,0.0785172
"./ResampledDatabase/Bottle",D00959.obj,-0.247962,-0.00146587,-0.000439397,0.373437,0.0170243
"./ResampledDatabase/Bottle",m482.obj,-0.166503,0.0115804,0.011788,0.387251,0.0275543
"./ResampledDatabase/Bottle",m483.obj,-0.193998,-0.000714547,-0.00141211,0.302592,0.0236233
"./ResampledDatabase/Bottle",m484.obj,-0.151685,-0.00210853,-0.007365,0.339657,0.0276959
"./ResampledDatabase/Bottle",m485.obj,-0.130559,-0.000538385,-0.00138909,0.406214,0.0256537
"./ResampledDatabase/Bottle",m486.obj,-0.103518,-0.00442892,0.0090877,0.468675,0.0224506
"./ResampledDatabase/Bottle",m487.obj,-0.141907,-0.00744568,-0.00267082,0.416539,0.0257164
"./ResampledDatabase/Bottle",m488.obj,-0.12984,-0.00257069,-0.00281359,0.309681,0.0553434
"./ResampledDatabase/Bottle",m489.obj,-0.195989,-0.000684455,-0.000446257,0.258254,0.0358311
"./ResampledDatabase/Bottle",m490.obj,-0.0699281,-0.00180147,-0.00433081,0.320182,0.0457201
