Class,File,SurfaceArea,Volume,Compactness,Rectangularity,Diameter,Convexity,Eccentricity,A3bin0,A3bin1,A3bin2,A3bin3,A3bin4,A3bin5,A3bin6,A3bin7,A3bin8,A3bin9,A3bin10,A3bin11,A3bin12,A3bin13,A3bin14,A3bin15,A3bin16,A3bin17,A3bin18,A3bin19,D1bin0,D1bin1,D1bin2,D1bin3,D1bin4,D1bin5,D1bin6,D1bin7,D1bin8,D1bin9,D1bin10,D1bin11,D1bin12,D1bin13,D1bin14,D1bin15,D1bin16,D1bin17,D1bin18,D1bin19,D1bin20,D1bin21,D1bin22,D1bin23,D1bin24,D1bin25,D1bin26,D1bin27,D1bin28,D1bin29,D2bin0,D2bin1,D2bin2,D2bin3,D2bin4,D2bin5,D2bin6,D2bin7,D2bin8,D2bin9,D2bin10,D2bin11,D2bin12,D2bin13,D2bin14,D2bin15,D2bin16,D2bin17,D2bin18,D2bin19,D3bin0,D3bin1,D3bin2,D3bin3,D3bin4,D3bin5,D3bin6,D3bin7,D3bin8,D3bin9,D3bin10,D3bin11,D3bin12,D3bin13,D3bin14,D3bin15,D3bin16,D3bin17,D3bin18,D3bin19,D4bin0,D4bin1,D4bin2,D4bin3,D4bin4,D4bin5,D4bin6,D4bin7,D4bin8,D4bin9,D4bin10,D4bin11,D4bin12,D4bin13,D4bin14,D4bin15,D4bin16,D4bin17,D4bin18,D4bin19
"./test_objs/AircraftBuoyant",m1347.obj,0.932287,0.0478655,3.12718,0.0476322,0.95862,12.9581,11.5397,0.108639,0.111671,0.095973,0.0807333,0.0623818,0.0520015,0.0470698,0.0480066,0.0513938,0.0522636,0.0472793,0.0417213,0.0406008,0.0398652,0.041126,0.0349469,0.0234648,0.0131526,0.00600264,0.00170752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124754,0.219057,0.299607,0.0762934,0.0543549,0.0370007,0.0442043,0.070072,0.0746562,0.0758436,0.105643,0.103093,0.0631874,0.0319938,0.0365804,0.0501129,0.0790457,0.0836333,0.0927894,0.134494,0.0301762,0.0284016,0.0145969,0.0105116,0.0101594,0.0132995,0.0122621,0.0162235,0.00795269,0.0212397,0.0716551,0.07834,0.0789527,0.085589,0.0885442,0.101085,0.0965111,0.0700161,0.0456635,0.0398801,0.037776,0.0385888,0.0390447,0.038136,0.0351571,0.0246425,0.00836612,0.000747804,6.49816e-05,0.586661,0.143906,0.0844425,0.0562773,0.0393738,0.0279721,0.0198377,0.0142589,0.0102909,0.00705513,0.00456024,0.00282249,0.00149585,0.00066169,0.000274439,6.6169e-05,2.061e-05,1.51863e-05,6.50843e-06,2.16948e-06,
"./test_objs/AircraftBuoyant",m1348.obj,0.630528,0.0290024,2.63507,0.0334215,0.958239,3.80722,10.2733,0.0852891,0.137078,0.121437,0.0896061,0.0679127,0.0542697,0.0465669,0.0415402,0.0379102,0.038773,0.0354491,0.0349557,0.0354977,0.0365778,0.0376816,0.0382547,0.0322784,0.0201303,0.00732941,0.00146278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081864,0.154912,0.211587,0.167506,0.0881612,0.0579345,0.0617128,0.0717884,0.104534,0.0222001,0.0599207,0.0733848,0.0812066,0.0828557,0.0778804,0.0745552,0.0813859,0.0835826,0.0717917,0.0630177,0.0417588,0.0286252,0.0273816,0.0274187,0.0257646,0.0262131,0.0282547,0.0159021,0.00689972,0.00240751,0.0118037,0.0266564,0.0408067,0.0589959,0.0744611,0.0827607,0.0873574,0.0948572,0.0991415,0.099636,0.0964339,0.0867925,0.0707986,0.0438091,0.0151186,0.00638865,0.001256,0.000366248,0.000152086,0.435807,0.198124,0.124747,0.0834852,0.0582789,0.0399656,0.0255762,0.0159334,0.00905135,0.0044542,0.00249553,0.00116102,0.000481211,0.000223692,0.000127668,5.23767e-05,2.61884e-05,6.54709e-06,2.18236e-06,1.09118e-06,
"./test_objs/AircraftBuoyant",m1349.obj,0.608535,-0.0237168,3.54236,-0.0298731,0.95733,-3.93318,12.1273,0.109339,0.0945049,0.100417,0.0847958,0.0758814,0.0548261,0.0568843,0.0568055,0.0699142,0.059234,0.0478205,0.0376611,0.0343051,0.0298919,0.0252454,0.018579,0.0196423,0.0117352,0.00696517,0.00555222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169374,0.162413,0.171694,0.262181,0.0417633,0.0440835,0.0324826,0.0394432,0.0765661,0.0843937,0.0406526,0.128368,0.065581,0.103295,0.0501997,0.0840208,0.0674696,0.0795188,0.0855465,0.116067,0.0372924,0.00757838,0.0105877,7.71872e-05,0.0129324,0.00558554,0.0121976,0.00168208,0.00695286,0.0439748,0.0937969,0.0708411,0.0600658,0.051633,0.0590762,0.0884367,0.0926744,0.0961654,0.0737331,0.0590139,0.0597563,0.0534325,0.0289306,0.0252911,0.0214127,0.0160193,0.00316502,0.00179538,0.000786062,0.606869,0.12688,0.0778127,0.0542803,0.0420524,0.0320978,0.0202745,0.0119384,0.00749726,0.00621427,0.00541926,0.00422509,0.00206484,0.000751152,0.00046056,0.000382704,0.000426566,0.000239053,9.10155e-05,2.3028e-05,
"./test_objs/AircraftBuoyant",m1350.obj,0.670158,0.0276132,3.49015,0.0417718,0.956199,1.46488,14.2061,0.125008,0.119942,0.063579,0.0646507,0.05318,0.0484684,0.054569,0.0644357,0.0725124,0.0721166,0.0618789,0.0484322,0.0369574,0.0303783,0.0256201,0.0209797,0.0153069,0.0115657,0.00774804,0.00267053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383212,0.0784672,0.367701,0.0456204,0.0191606,0.00912409,0.00912409,0.0346715,0.0264599,0.0264599,0.239826,0.0703119,0.080355,0.243743,0.0448658,0.0486012,0.0547027,0.0331141,0.00908926,0.0107658,0.00971283,0.0357495,0.0647729,0.0369346,0.00536888,0.00341611,0.00281156,0.00314286,0.00210291,0.000613558,0.0511525,0.137897,0.171054,0.180073,0.0691195,0.0462608,0.0337569,0.0367493,0.0525474,0.0498412,0.0309649,0.0259338,0.0383024,0.0307066,0.0142337,0.0102979,0.00959833,0.00814034,0.00315467,0.00021596,0.884113,0.0526115,0.0126207,0.00865733,0.00754454,0.00669634,0.00549536,0.00471684,0.00395901,0.00333728,0.00282009,0.00248799,0.00183251,0.00133165,0.000855825,0.000493243,0.000274387,0.000115417,3.48428e-05,2.17767e-06,
"./test_objs/AircraftBuoyant",m1351.obj,0.571516,0.0175395,5.36536,inf,0.951415,2.93854,0,0.145828,0.0807841,0.111145,0.0981156,0.0559022,0.0451316,0.0590461,0.0309914,0.0596511,0.0633557,0.05238,0.0310161,0.0209155,0.0270352,0.0270538,0.0245212,0.025318,0.023678,0.0139186,0.00421279,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141774,0.011195,0.101312,0.112326,0.176957,0.20759,0.0553677,0.0317577,0.0362351,0.0667797,0.0360771,0.00260322,0.00449338,0.00557147,0.0034713,0.00133511,0.00143212,0.00148513,0.00143212,0.000806069,0.111926,0.227487,0.0240336,0.00675055,0.0150133,0.0188993,0.0298873,0.104077,0.0958683,0.150785,0.0429772,0.0586975,0.0421876,0.0332817,0.0287535,0.00358813,0.00231615,0.00196775,0.00132455,0.000178324,0.725098,0.0505094,0.060867,0.0626122,0.0492842,0.0188626,0.0125393,0.00952773,0.0036226,0.00190121,0.00146247,0.00109523,0.000789735,0.000658654,0.00035316,0.000291411,0.000310911,0.000134331,5.63322e-05,2.38329e-05,
"./test_objs/AircraftBuoyant",m1352.obj,0.8141,-0.0394935,3.05865,-0.0411876,0.950001,-1.17185,7.94538,0.0659934,0.102946,0.115707,0.108646,0.0877732,0.0703991,0.0586561,0.0495796,0.0443353,0.042329,0.0403144,0.0381564,0.0376004,0.0376448,0.0373622,0.0313318,0.018744,0.00867004,0.00317197,0.00063852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433728,0.174401,0.235669,0.10737,0.0824992,0.0737034,0.070367,0.0915984,0.0925083,0.0285108,0.0218527,0.0479877,0.0572085,0.0664503,0.0741647,0.0822762,0.0975579,0.102417,0.0874318,0.078475,0.0659462,0.0471734,0.0357209,0.0307474,0.0265141,0.0263351,0.0192799,0.0153377,0.0125628,0.0045604,0.00289806,0.0130733,0.0233825,0.0353141,0.0490866,0.0622743,0.0689079,0.0727012,0.0783601,0.0845358,0.088524,0.0863767,0.0822173,0.077039,0.0680189,0.0543423,0.0344003,0.0160672,0.00207093,0.000409442,0.323777,0.170689,0.120251,0.0910019,0.0704029,0.0560631,0.0435524,0.0343374,0.0267973,0.0206445,0.0151789,0.0106642,0.00720355,0.00450819,0.00254556,0.00127875,0.000688224,0.000300691,9.98684e-05,1.51974e-05,
"./test_objs/Apartment",D00045.obj,8.22876,0.296559,56.0183,0.533519,1.89177,2.10957,3.11047,0.0303138,0.0617634,0.0811267,0.094351,0.102094,0.103694,0.098512,0.0916453,0.0817761,0.0711822,0.0580054,0.0425393,0.0294078,0.0191355,0.0127903,0.00847673,0.00568345,0.00389307,0.00247169,0.00113896,0,0,0,0,0,0,0,0.0128498,0.0511302,0.0768299,0.122713,0.139397,0.129575,0.113428,0.136975,0.104615,0.0598089,0.0361276,0.0125135,0.00275834,0.000336383,6.72766e-05,0.000269107,0.000134553,0.000269107,0,0,0,6.72766e-05,0.000134553,0.0107297,0.0290789,0.046458,0.0614369,0.0769169,0.0860335,0.0969422,0.149826,0.129248,0.104579,0.0968092,0.0749078,0.0293489,0.00638641,0.000756048,0.000196013,0.000134009,0.000113007,7.8005e-05,2.20014e-05,0.00251503,0.0114207,0.0258925,0.0415249,0.0602969,0.0772909,0.095058,0.112518,0.123796,0.129293,0.12517,0.104163,0.0627728,0.0218901,0.00407765,0.00100601,0.000616389,0.000485484,0.000180382,3.19533e-05,0.398972,0.213403,0.141613,0.0942208,0.0627861,0.0400584,0.0235617,0.0130827,0.0067986,0.00319189,0.00135387,0.000544798,0.000241531,0.000102894,3.24929e-05,1.84127e-05,4.33239e-06,7.58168e-06,4.33239e-06,2.16619e-06,
"./test_objs/Apartment",D00086.obj,6.9068,0.693869,6.05095,0.328677,1.82514,10.6906,12.6938,0.107113,0.130747,0.124574,0.100802,0.0722434,0.0523713,0.0376997,0.0272852,0.0217424,0.0222311,0.0289122,0.0403185,0.0509155,0.0499834,0.0434621,0.0340519,0.0240973,0.0155727,0.0106825,0.00519434,0,0,0,0,0.000195198,0.00727113,0.0147863,0.0225942,0.0191782,0.0238142,0.128782,0.297482,0.185145,0.0779817,0.0602186,0.0367948,0.0186902,0.020203,0.0144935,0.0203982,0.0144935,0.019227,0.00731993,0.00946711,0.00131759,4.87995e-05,0,0,0,9.75991e-05,0.0464379,0.0823283,0.0962849,0.100465,0.101178,0.0859974,0.0803792,0.0773141,0.0733119,0.0668247,0.0527601,0.0403856,0.0307512,0.025538,0.0199978,0.0122515,0.00515421,0.00170007,0.000736029,0.000204008,0.0368335,0.0705006,0.104339,0.121871,0.134148,0.127935,0.107419,0.0929248,0.0725198,0.0500225,0.033495,0.0207358,0.0123314,0.00726754,0.00425478,0.00223149,0.000892596,0.000209234,3.81363e-05,3.09213e-05,0.784559,0.124785,0.0477645,0.0213923,0.0106713,0.00512931,0.00266538,0.00140038,0.000736472,0.000432136,0.000228523,0.00012455,4.44049e-05,2.70762e-05,1.84118e-05,7.58133e-06,6.49828e-06,1.08305e-06,3.24914e-06,2.16609e-06,
"./test_objs/Apartment",D00138.obj,12.1109,0.142479,773.706,inf,1.95806,3.76967,0,0.0979093,0.127144,0.102347,0.0800594,0.0642568,0.0576523,0.0563802,0.0529218,0.0505632,0.0475429,0.0444535,0.0410538,0.0372532,0.033268,0.0294096,0.0254038,0.0211897,0.0167634,0.0108959,0.00353265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193419,0.293973,0.1651,0.177784,0.0604215,0.0227374,0.0146276,0.0145526,0.018283,0.0158757,0.0103771,0.00713076,0.0027933,0.0018752,0.00028003,0.000416045,0.000178019,8.50091e-05,4.80051e-05,4.30046e-05,0.143294,0.37813,0.241354,0.0803715,0.0561652,0.0442012,0.0214949,0.014264,0.0092155,0.00321238,0.00228145,0.00174434,0.00130928,0.00117217,0.000721652,0.000505157,0.000454641,5.36085e-05,1.23712e-05,4.22682e-05,0.995116,0.00377609,0.000708152,0.000181105,0.000100855,5.4223e-05,3.03649e-05,8.67568e-06,1.19291e-05,9.76014e-06,0,0,1.08446e-06,1.08446e-06,0,0,0,0,0,1.08446e-06,
"./test_objs/Apartment",D00156.obj,40.1241,0.224661,11316.4,0.0675525,1.96024,0.625696,7.77361,0.0431449,0.08563,0.100266,0.0988493,0.0939387,0.0912282,0.083736,0.0758129,0.0698084,0.0631791,0.0527259,0.0410087,0.0307215,0.0230406,0.0167742,0.0117739,0.00810049,0.00560653,0.00330742,0.0013475,0,0.000628387,0,0,0,0,0,0.000864033,0.00235645,0.00541984,0.00526274,0.00785484,0.0113895,0.0245857,0.0427303,0.0404524,0.0541199,0.0476003,0.0486215,0.0988139,0.124656,0.094101,0.0670804,0.084361,0.0928442,0.0381745,0.0416307,0.0607179,0.00479145,0.000942581,0.0101539,0.0181247,0.04318,0.0560722,0.0561252,0.06557,0.0612966,0.0735548,0.0642389,0.0691864,0.0897103,0.0799964,0.0955778,0.0748839,0.0590334,0.0408238,0.0274625,0.0126042,0.00229021,0.000115011,0.00331261,0.0106503,0.0220294,0.0383286,0.0553082,0.0707011,0.082038,0.090851,0.0950131,0.0920964,0.0906644,0.0869765,0.0795677,0.0662461,0.0519337,0.0351428,0.0193272,0.0080676,0.00167538,7.01082e-05,0.445387,0.214488,0.134307,0.0850496,0.0514583,0.0308299,0.0176634,0.00986354,0.00528763,0.00286644,0.00150905,0.000735567,0.000349909,0.00013758,4.11658e-05,1.84163e-05,1.08331e-06,4.33324e-06,1.08331e-06,2.16662e-06,
"./test_objs/Apartment",D00310.obj,18.3855,0.0147386,252967,0.0132483,1.95302,1.47567,10.8558,0.0524624,0.0969891,0.103146,0.105222,0.08804,0.0777541,0.0696967,0.0641667,0.0601725,0.0539642,0.0472818,0.0412612,0.0342974,0.0279541,0.0232972,0.0190494,0.0149728,0.0109703,0.00671641,0.00258617,0,0,0,0,0.0013137,0.0123764,0.00926502,0.0168015,0.0322201,0.0534467,0.0499205,0.0569038,0.0581484,0.0601535,0.0645786,0.0502662,0.0441126,0.0315287,0.0352624,0.034571,0.0328424,0.0374058,0.0418309,0.054069,0.0648551,0.0692111,0.0465325,0.0247528,0.0150729,0.00255825,0.0108637,0.0323392,0.0479083,0.0622342,0.0777773,0.0974956,0.123065,0.11558,0.0848958,0.0745671,0.059476,0.0529366,0.0508095,0.0312501,0.0255607,0.0232746,0.0197003,0.00860659,0.0015421,0.000117008,0.00303461,0.00943367,0.0200507,0.0362916,0.057037,0.0759982,0.0933905,0.106298,0.110824,0.106854,0.0987319,0.0858637,0.0702938,0.0520749,0.0365678,0.022674,0.0106974,0.00334075,0.00051745,2.57694e-05,0.44857,0.224463,0.132738,0.0799937,0.0480291,0.0289091,0.017099,0.00954539,0.00533537,0.00272509,0.00137987,0.000647696,0.000288105,0.000163549,5.52383e-05,2.92438e-05,2.16621e-05,4.33241e-06,1.0831e-06,1.0831e-06,
"./test_objs/Apartment",D00348.obj,7.85428,0.896948,5.32514,0.31361,1.92252,28.1946,3.5685,0.0896927,0.101802,0.102598,0.097247,0.0846077,0.0722606,0.0613243,0.0548915,0.0489999,0.0443197,0.0386956,0.0351771,0.0311867,0.0283251,0.0262989,0.0234466,0.020049,0.0165264,0.0140675,0.00848266,0,0,0,0,0,0,0,0,0,0,0.0144638,0.036409,0.0493766,0.0513716,0.0518703,0.0473815,0.0623441,0.0603491,0.0842893,0.105736,0.0518703,0.0488778,0.0957606,0.0723192,0.0523691,0.0433915,0.0304239,0.0234414,0.0149626,0.00299252,0.0234229,0.0440634,0.0642807,0.0804108,0.104606,0.106662,0.109192,0.119406,0.0967792,0.0703457,0.0509179,0.0370258,0.0333569,0.0264534,0.0164674,0.0109045,0.00439523,0.00101952,0.000225114,6.5033e-05,0.00821687,0.0400227,0.073212,0.0964419,0.105621,0.116982,0.12115,0.117891,0.0994319,0.0727642,0.0541938,0.0388929,0.0278047,0.0174098,0.0075194,0.00165906,0.000495241,0.000211509,7.63496e-05,3.09525e-06,0.878892,0.0840238,0.0254152,0.00777923,0.00208293,0.000545968,0.00025616,0.00024205,0.00016607,0.00016607,9.87736e-05,8.46631e-05,7.70651e-05,6.72963e-05,4.12461e-05,2.8221e-05,2.17085e-05,9.76882e-06,1.08542e-06,1.08542e-06,
"./test_objs/Apartment",D00366.obj,9.3073,1.07942,6.11844,0.210341,1.89097,38.9157,2.66702,0.0485293,0.0686552,0.0726203,0.0948068,0.104803,0.102639,0.0920218,0.0793269,0.0694974,0.0593042,0.0490935,0.0386078,0.0300184,0.0248144,0.0191939,0.0145458,0.0115221,0.00941919,0.00722224,0.00335949,0,0,0,0,0,0.00309358,0.0193349,0.0208817,0.0154679,0.00464037,0.0185615,0.0216551,0.0286156,0.0340294,0.0951276,0.0827533,0.0580046,0.0734725,0.0696056,0.0757927,0.0603248,0.0866203,0.0757927,0.0448569,0.029389,0.0409899,0.0177881,0.0108275,0.00850735,0.00386698,0.0117712,0.0281721,0.044625,0.0481748,0.0514184,0.0608828,0.0617465,0.113028,0.123827,0.110253,0.0908913,0.0719535,0.0575662,0.0452906,0.0373463,0.0253399,0.0129111,0.00391307,0.000769604,0.000120094,0.0026806,0.0144918,0.0303688,0.0423855,0.0536585,0.0669273,0.0770495,0.0805441,0.0878659,0.0963312,0.0972857,0.0961071,0.0847721,0.0681958,0.0514624,0.0295755,0.0137801,0.00523105,0.00117037,0.000116728,0.502839,0.186576,0.113376,0.0751422,0.0489236,0.0315069,0.0194972,0.0114243,0.00567462,0.00271054,0.00126768,0.000564742,0.00026224,0.000134929,5.44067e-05,2.28508e-05,1.6322e-05,3.2644e-06,2.17627e-06,1.08813e-06,
"./test_objs/Apartment",D00478.obj,11.1252,0.0970231,1293.37,0.0529822,1.86123,1.02921,5.05207,0.0405467,0.0677372,0.0839051,0.0969582,0.101873,0.0973169,0.0877126,0.0798286,0.0713767,0.0641327,0.054278,0.043477,0.0338614,0.0256228,0.0180037,0.0124821,0.00858491,0.00575144,0.00397551,0.00257578,0,0,0,0,5.03626e-05,5.03626e-05,0,0.00020145,0.000503626,0.0207998,0.0591761,0.0793211,0.0713638,0.0690975,0.0790693,0.0643131,0.0437147,0.030973,0.0217063,0.0412973,0.118705,0.118352,0.112712,0.0587732,0.00830983,0.00135979,0,0,0,0.000151088,0.0138078,0.0226494,0.0387373,0.0459628,0.0545193,0.066439,0.0737854,0.134363,0.123672,0.109502,0.0864622,0.0631878,0.0434846,0.0311879,0.0318439,0.0426946,0.016184,0.00150109,8.00048e-06,8.00048e-06,0.00364565,0.0132715,0.0221491,0.0315595,0.0404763,0.053756,0.0691385,0.0805083,0.0934273,0.107119,0.113011,0.109851,0.0955444,0.0751754,0.0516317,0.0280046,0.00935479,0.00226242,0.000111317,2.06143e-06,0.368231,0.189929,0.136235,0.0996379,0.0710041,0.0491171,0.0331874,0.0214732,0.0137884,0.00836616,0.00472898,0.00224318,0.00107772,0.000480913,0.000280533,0.000121312,6.17389e-05,3.03279e-05,1.08314e-06,4.33255e-06,
"./test_objs/Apartment",D00496.obj,6.55664,-2.96059e-16,2.84337e+31,-1.73249e-16,1.89057,-5.36516e-15,2.62319,0.0372566,0.0543911,0.0752938,0.102972,0.108561,0.104576,0.0960149,0.0852161,0.0731117,0.0619664,0.0502735,0.0392561,0.0305114,0.0238601,0.0184009,0.013679,0.00980165,0.00677711,0.00527051,0.00281005,0,0,0,0,0,0,0.0143485,0.0368407,0.0302482,0.0187435,0.054938,0.0305067,0.0390383,0.0603671,0.0426577,0.0801448,0.0716132,0.102378,0.0820838,0.0747156,0.0672182,0.0522234,0.0536453,0.0373578,0.0218459,0.0190021,0.000517063,0.00827301,0,0.00129266,0.0104963,0.0295407,0.0383948,0.047767,0.0782618,0.135434,0.132646,0.124332,0.109343,0.0915094,0.0731031,0.0564451,0.040079,0.0180813,0.00838505,0.0039815,0.00152719,0.000485061,0.000135017,5.40068e-05,0.00472764,0.0145705,0.0286771,0.0428075,0.0604418,0.0777173,0.0968609,0.116028,0.129308,0.130511,0.114084,0.0815656,0.0507453,0.0288648,0.0145839,0.00572656,0.00212259,0.000533998,0.000106181,1.7525e-05,0.460631,0.210114,0.131437,0.0822964,0.0504937,0.0302381,0.0169486,0.00901065,0.00449016,0.00231551,0.00111062,0.000522262,0.000203704,8.66825e-05,5.74272e-05,1.95036e-05,1.30024e-05,7.58472e-06,3.25059e-06,1.08353e-06,
"./test_objs/Apartment",D00626.obj,11.9381,0.346762,125.111,0.233423,1.8729,4.24743,6.19985,0.0641468,0.0725859,0.0873833,0.0975024,0.0915286,0.0791596,0.0759026,0.0703741,0.0647456,0.0629224,0.0576103,0.044258,0.0332855,0.025842,0.020668,0.016736,0.0131441,0.0111374,0.0075208,0.00354653,0,0,0,0,0,0,0.000642226,0.0182829,0.0359373,0.0293374,0.0305945,0.10926,0.1197,0.0942842,0.0878756,0.0425099,0.0232568,0.0113141,0.0129948,0.0151675,0.0126259,0.0139377,0.0709591,0.12492,0.0783515,0.0288455,0.0175177,0.0133911,0.00762472,0.000669554,0.0214227,0.0383053,0.0355962,0.0422355,0.0456326,0.0615732,0.0809338,0.106903,0.127247,0.109333,0.0842439,0.0545049,0.0300981,0.027716,0.0317171,0.0316901,0.027209,0.0257209,0.0154945,0.00242308,0.00656236,0.0195789,0.0338796,0.0453212,0.0549169,0.062916,0.0673026,0.0749956,0.0832411,0.0932119,0.105538,0.0983695,0.0761603,0.0592488,0.0527648,0.0389856,0.0197324,0.00618925,0.00104099,4.43194e-05,0.437698,0.171076,0.107037,0.0762973,0.0576489,0.0434397,0.0316685,0.0232155,0.0177376,0.0128175,0.00883091,0.0055472,0.00356529,0.0018043,0.000914065,0.000416961,0.000173282,7.47281e-05,2.49094e-05,1.19132e-05,
"./test_objs/Apartment",D00639.obj,15.6414,0.270729,461.639,0.0808136,1.81714,1.59927,3.39359,0.0338575,0.0668044,0.0816853,0.0930611,0.0974539,0.0958474,0.0880919,0.0784103,0.070925,0.0637047,0.0539117,0.0436753,0.0346773,0.0281469,0.0228394,0.017765,0.0131031,0.00892788,0.00534353,0.00176846,0.000825083,0.000825083,0.0103135,0.0377475,0.0216584,0.0119637,0.0313531,0.0402228,0.060231,0.0342409,0.0309406,0.0418729,0.0620875,0.0451733,0.0470297,0.0563119,0.070132,0.0691007,0.037335,0.0408416,0.035066,0.0282591,0.0398102,0.0325908,0.0406353,0.0218647,0.0195957,0.00928218,0.0140264,0.00866337,0.00749546,0.0220603,0.0417691,0.0557609,0.0647086,0.082136,0.0971569,0.111122,0.110988,0.103425,0.0894294,0.0629223,0.0500508,0.0414701,0.0287916,0.0183526,0.00843765,0.00340366,0.000480094,4.00078e-05,0.00150786,0.00744442,0.0185894,0.0338382,0.0542449,0.0737058,0.0914154,0.103885,0.110972,0.112003,0.104827,0.0923746,0.0748805,0.0542294,0.0352409,0.0187348,0.00832624,0.00303016,0.000686892,6.39449e-05,0.410531,0.20947,0.129753,0.0849062,0.0566646,0.0386286,0.0253237,0.0170843,0.0110022,0.00695353,0.00430798,0.00248495,0.00143455,0.000769359,0.000387392,0.000189898,6.94485e-05,2.60432e-05,7.59593e-06,6.5108e-06,
"./test_objs/Apartment",D00651.obj,40.1241,0.224661,11316.4,0.0532791,1.96024,2.21353,7.77593,0.0422438,0.0844865,0.0978072,0.096438,0.0916387,0.0890044,0.0830802,0.0753084,0.0687316,0.0630383,0.053521,0.041785,0.0332894,0.0255187,0.0191068,0.0140486,0.00991836,0.00649643,0.00332915,0.00120938,0,0.000628387,0,0,0,0,0,0.000549839,0.00322049,0.00172807,0.00494855,0.00887597,0.0246642,0.0390386,0.0406095,0.0266279,0.0432016,0.0638599,0.0707721,0.109261,0.121829,0.0689655,0.0702223,0.10714,0.0727358,0.0430445,0.0622889,0.0143744,0.000628387,0.000785484,0.010701,0.0191197,0.044294,0.0564751,0.0568022,0.065586,0.0634128,0.076773,0.0639178,0.0719575,0.0928575,0.0777021,0.0966848,0.0692293,0.055109,0.0413058,0.0262324,0.010698,0.0011051,3.70034e-05,0.00328647,0.010613,0.0217827,0.037815,0.053402,0.0704921,0.0834854,0.0933953,0.096856,0.0946839,0.0904078,0.0857389,0.0784701,0.0664933,0.0517681,0.0333605,0.0193704,0.00785227,0.00070822,1.8556e-05,0.448376,0.213831,0.131922,0.083074,0.0523152,0.0305259,0.0174276,0.010071,0.00548714,0.00305876,0.00179367,0.00102031,0.000549148,0.000271866,0.000153805,7.58192e-05,2.4912e-05,1.29976e-05,4.33253e-06,4.33253e-06,
"./test_objs/Apartment",D00681.obj,28.2199,0.444689,1004.85,0.161209,1.92429,2.24448,8.03205,0.0532222,0.0869495,0.101285,0.0960357,0.0888793,0.0818951,0.0722976,0.0645578,0.0593828,0.0554005,0.0505461,0.0448123,0.0378157,0.0302986,0.0242813,0.0186909,0.0140633,0.00992118,0.00651619,0.00314934,0,0,0,0,0,0.000868181,0.000361742,0.00332803,0.00296629,0.00491969,0.0106352,0.0225727,0.0604109,0.0836348,0.108016,0.0538996,0.0447113,0.0384894,0.0377659,0.0342932,0.0358848,0.0431197,0.0907249,0.0860946,0.102445,0.0840689,0.0349443,0.012661,0.00274924,0.000434091,0.013615,0.0281662,0.0420502,0.052277,0.0671432,0.0764639,0.0797971,0.0902409,0.0923301,0.0934562,0.0811302,0.0656291,0.0555423,0.0426003,0.0335926,0.0279191,0.03956,0.0170053,0.00145411,2.70021e-05,0.00330983,0.014936,0.0285031,0.043102,0.0576906,0.0716607,0.0839373,0.0925824,0.0967323,0.0965489,0.0941678,0.0883748,0.078905,0.0645174,0.0443544,0.0260993,0.0111242,0.00307584,0.000359742,1.8554e-05,0.464981,0.203439,0.124886,0.0782564,0.049614,0.0319226,0.0196705,0.0115826,0.00679878,0.00404287,0.00232692,0.00123171,0.000669478,0.000293574,0.000161411,7.04144e-05,3.03323e-05,1.73328e-05,3.24989e-06,2.1666e-06,
