Class,File,Vertices,Faces,FaceType,Minx,Miny,Minz,Maxx,Maxy,Maxz
Apartment,D00792.obj,11842,18528,"Triangles",-0.795163,-0.965409,-0.669296,1.10354,0.963376,0.859246
Apartment,D00859.obj,1378,2163,"Triangles",-0.824176,-0.692473,-0.33128,1.07379,0.611025,0.211846
Apartment,D00860.obj,13659,12602,"Triangles",-0.764923,-0.760034,-0.557298,0.927037,0.399913,0.451175
Apartment,D00869.obj,4930,9069,"Triangles",-0.984513,-0.521765,-0.380646,0.688383,0.644962,0.551785
Apartment,D00921.obj,12762,7823,"Triangles",-0.837203,-0.487423,-0.558467,0.822601,0.545748,0.554978
Apartment,D00953.obj,4158,7140,"Triangles",-0.949201,-0.826799,-0.444887,0.665321,0.896079,0.51871
Apartment,m463.obj,7553,14688,"Triangles",0.025,0.025,0.025,0.785029,0.975,0.574765
Apartment,m464.obj,8301,12810,"Triangles",0.025,0.025,0.025,0.347449,0.975,0.296305
Apartment,m465.obj,8906,17452,"Triangles",0.025,0.025,0.025,0.21702,0.975,0.251523
AquaticAnimal,m53.obj,9711,17437,"Triangles",0.025,0.025,0.025,0.163371,0.348799,0.975
AquaticAnimal,m54.obj,9687,16918,"Triangles",0.025,0.025,0.025465,0.254899,0.371143,0.975
AquaticAnimal,m55.obj,10257,18536,"Triangles",0.025,0.025,0.025,0.18151,0.380146,0.975
AquaticAnimal,m56.obj,5814,10893,"Triangles",0.025,0.025,0.025,0.168956,0.367452,0.975
AquaticAnimal,m57.obj,9816,18138,"Triangles",0.025,0.025,0.025,0.143963,0.389443,0.974999
AquaticAnimal,m58.obj,7602,15200,"Triangles",0.025,0.025,0.025,0.537049,0.500211,0.975
AquaticAnimal,m59.obj,44,1680,"Triangles",0.025,0.025,0.025,0.225,0.225,0.975
AquaticAnimal,m60.obj,6418,12832,"Triangles",0.025,0.025,0.025,0.348674,0.407675,0.975
AquaticAnimal,m61.obj,11101,21568,"Triangles",0.025,0.025,0.025,0.18743,0.443396,0.975
AquaticAnimal,m62.obj,15298,30592,"Triangles",0.025,0.025,0.025,0.131276,0.749178,0.975
AquaticAnimal,m63.obj,15125,28672,"Triangles",0.025,0.025,0.025,0.975,0.724541,0.777238
AquaticAnimal,m64.obj,247,444,"Triangles",0.025,0.025,0.025,0.975,0.545087,0.1789
AquaticAnimal,m65.obj,15590,30880,"Triangles",0.025,0.025,0.025,0.399816,0.604595,0.975
AquaticAnimal,m66.obj,4117,8196,"Triangles",0.025,0.025,0.025,0.445705,0.547553,0.975
AquaticAnimal,m67.obj,7001,13998,"Triangles",0.0249963,0.025,0.0249901,0.97504,0.2497,0.388988
AquaticAnimal,m68.obj,8788,17568,"Triangles",0.025,0.025,0.025,0.975,0.278519,0.18743
AquaticAnimal,m69.obj,18097,35840,"Triangles",0.025,0.025,0.025,0.357325,0.264776,0.975
AquaticAnimal,m70.obj,18142,35840,"Triangles",0.025,0.025,0.025,0.454415,0.266076,0.975
AquaticAnimal,m71.obj,6690,13376,"Triangles",0.025,0.025,0.025,0.32599,0.371535,0.975
AquaticAnimal,m72.obj,19063,37760,"Triangles",0.025,0.025,0.025,0.456203,0.262828,0.975
AquaticAnimal,m73.obj,285,564,"Triangles",0.025,0.025,0.025,0.975,0.610865,0.376181
AquaticAnimal,m74.obj,162,336,"Triangles",0.025,0.025,0.025,0.354455,0.321596,0.975
AquaticAnimal,m75.obj,16622,32768,"Triangles",0.025,0.025,0.025,0.538384,0.299311,0.975
AquaticAnimal,m76.obj,1583,3164,"Triangles",0.025,0.025,0.025,0.39593,0.35314,0.975
AquaticAnimal,m77.obj,5822,11510,"Triangles",0.025,0.025,0.025,0.975,0.407994,0.611161
AquaticAnimal,m78.obj,468,734,"Triangles",0.025,0.025,0.025,0.975,0.51665,0.428181
AquaticAnimal,m79.obj,7628,14464,"Triangles",0.025,0.025,0.025,0.975,0.256171,0.300958
AquaticAnimal,m80.obj,1104,2104,"Triangles",0.025,0.025,0.025,0.975,0.308883,0.416001
AquaticAnimal,m81.obj,857,1673,"Triangles",0.025,0.025,0.025,0.4145,0.291,0.975
