query,accuracy,precision,recall,f1, r1, r2, r3, r4, r5, r6
./ResampledDatabase/AircraftBuoyant\m1348.obj,0.716418,0.166667,0.0666667,0.0952381,./ResampledDatabase/AircraftBuoyant/m1346.obj,./ResampledDatabase/AquaticAnimal/m75.obj,./ResampledDatabase/AquaticAnimal/m61.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AquaticAnimal/m74.obj,./ResampledDatabase/AquaticAnimal/m72.obj
./ResampledDatabase/AircraftBuoyant\m1349.obj,0.716418,0.166667,0.0666667,0.0952381,./ResampledDatabase/AquaticAnimal/m64.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AquaticAnimal/m79.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj,./ResampledDatabase/AquaticAnimal/m75.obj,./ResampledDatabase/AquaticAnimal/m71.obj
./ResampledDatabase/AircraftBuoyant\m1350.obj,0.716418,0.166667,0.0666667,0.0952381,./ResampledDatabase/AquaticAnimal/m80.obj,./ResampledDatabase/AquaticAnimal/m63.obj,./ResampledDatabase/AquaticAnimal/m65.obj,./ResampledDatabase/AquaticAnimal/m78.obj,./ResampledDatabase/AquaticAnimal/m73.obj,./ResampledDatabase/AircraftBuoyant/m1342.obj
./ResampledDatabase/AircraftBuoyant\m1351.obj,0.716418,0.166667,0.0666667,0.0952381,./ResampledDatabase/Apartment/D00860.obj,./ResampledDatabase/Apartment/m465.obj,./ResampledDatabase/AircraftBuoyant/m1347.obj,./ResampledDatabase/Apartment/D00780.obj,./ResampledDatabase/AquaticAnimal/m56.obj,./ResampledDatabase/AquaticAnimal/m53.obj
./ResampledDatabase/AircraftBuoyant\m1352.obj,0.746269,0.333333,0.133333,0.190476,./ResampledDatabase/Apartment/m463.obj,./ResampledDatabase/AquaticAnimal/m76.obj,./ResampledDatabase/AquaticAnimal/m67.obj,./ResampledDatabase/AircraftBuoyant/m1341.obj,./ResampledDatabase/AircraftBuoyant/m1340.obj,./ResampledDatabase/Apartment/D00086.obj
./ResampledDatabase/Apartment\D00045.obj,0.746269,1,0.26087,0.413793,./ResampledDatabase/Apartment/D00156.obj,./ResampledDatabase/Apartment/D00478.obj,./ResampledDatabase/Apartment/D00953.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/Apartment/D00639.obj,./ResampledDatabase/Apartment/D00086.obj
./ResampledDatabase/Apartment\D00086.obj,0.656716,0.5,0.130435,0.206897,./ResampledDatabase/AircraftBuoyant/m1352.obj,./ResampledDatabase/Apartment/m463.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/Apartment/D00639.obj,./ResampledDatabase/AquaticAnimal/m66.obj,./ResampledDatabase/AquaticAnimal/m77.obj
./ResampledDatabase/Apartment\D00138.obj,0.746269,1,0.26087,0.413793,./ResampledDatabase/Apartment/D00651.obj,./ResampledDatabase/Apartment/D00780.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/Apartment/D00478.obj,./ResampledDatabase/Apartment/D00496.obj,./ResampledDatabase/Apartment/D00156.obj
./ResampledDatabase/Apartment\D00156.obj,0.746269,1,0.26087,0.413793,./ResampledDatabase/Apartment/D00478.obj,./ResampledDatabase/Apartment/D00045.obj,./ResampledDatabase/Apartment/D00953.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/Apartment/D00639.obj,./ResampledDatabase/Apartment/D00496.obj
./ResampledDatabase/Apartment\D00310.obj,0.656716,0.5,0.130435,0.206897,./ResampledDatabase/Apartment/D00860.obj,./ResampledDatabase/Apartment/D00921.obj,./ResampledDatabase/Apartment/D00366.obj,./ResampledDatabase/AquaticAnimal/m55.obj,./ResampledDatabase/AquaticAnimal/m54.obj,./ResampledDatabase/AquaticAnimal/m53.obj
./ResampledDatabase/Apartment\D00348.obj,0.716418,0.833333,0.217391,0.344828,./ResampledDatabase/AquaticAnimal/m66.obj,./ResampledDatabase/Apartment/D00792.obj,./ResampledDatabase/Apartment/D00156.obj,./ResampledDatabase/Apartment/D00639.obj,./ResampledDatabase/Apartment/D00478.obj,./ResampledDatabase/Apartment/D00086.obj
./ResampledDatabase/Apartment\D00366.obj,0.597015,0.166667,0.0434783,0.0689655,./ResampledDatabase/AquaticAnimal/m54.obj,./ResampledDatabase/AquaticAnimal/m55.obj,./ResampledDatabase/AquaticAnimal/m53.obj,./ResampledDatabase/Apartment/D00921.obj,./ResampledDatabase/AircraftBuoyant/m1347.obj,./ResampledDatabase/AquaticAnimal/m56.obj
./ResampledDatabase/Apartment\D00478.obj,0.746269,1,0.26087,0.413793,./ResampledDatabase/Apartment/D00156.obj,./ResampledDatabase/Apartment/D00045.obj,./ResampledDatabase/Apartment/D00953.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/Apartment/D00496.obj,./ResampledDatabase/Apartment/D00138.obj
./ResampledDatabase/Apartment\D00496.obj,0.716418,0.833333,0.217391,0.344828,./ResampledDatabase/AquaticAnimal/m57.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/Apartment/D00478.obj,./ResampledDatabase/Apartment/D00156.obj,./ResampledDatabase/Apartment/D00138.obj,./ResampledDatabase/Apartment/D00639.obj
./ResampledDatabase/Apartment\D00626.obj,0.716418,0.833333,0.217391,0.344828,./ResampledDatabase/Apartment/D00651.obj,./ResampledDatabase/AquaticAnimal/m57.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/Apartment/D00478.obj,./ResampledDatabase/Apartment/D00496.obj,./ResampledDatabase/Apartment/D00138.obj
./ResampledDatabase/Apartment\D00639.obj,0.716418,0.833333,0.217391,0.344828,./ResampledDatabase/AquaticAnimal/m77.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/Apartment/D00156.obj,./ResampledDatabase/Apartment/D00045.obj,./ResampledDatabase/Apartment/D00086.obj,./ResampledDatabase/Apartment/D00496.obj
./ResampledDatabase/Apartment\D00651.obj,0.716418,0.833333,0.217391,0.344828,./ResampledDatabase/Apartment/D00138.obj,./ResampledDatabase/Apartment/D00780.obj,./ResampledDatabase/Apartment/D00626.obj,./ResampledDatabase/AquaticAnimal/m57.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/Apartment/D00478.obj
./ResampledDatabase/Apartment\D00681.obj,0.597015,0.166667,0.0434783,0.0689655,./ResampledDatabase/Apartment/D00859.obj,./ResampledDatabase/AquaticAnimal/m64.obj,./ResampledDatabase/AircraftBuoyant/m1337.obj,./ResampledDatabase/AircraftBuoyant/m1349.obj,./ResampledDatabase/AquaticAnimal/m75.obj,./ResampledDatabase/AquaticAnimal/m70.obj
./ResampledDatabase/Apartment\D00780.obj,0.656716,0.5,0.130435,0.206897,./ResampledDatabase/Apartment/D00651.obj,./ResampledDatabase/Apartment/D00138.obj,./ResampledDatabase/AircraftBuoyant/m1351.obj,./ResampledDatabase/Apartment/D00953.obj,./ResampledDatabase/AquaticAnimal/m56.obj,./ResampledDatabase/AircraftBuoyant/m1347.obj
./ResampledDatabase/Apartment\D00792.obj,0.626866,0.333333,0.0869565,0.137931,./ResampledDatabase/Apartment/m464.obj,./ResampledDatabase/Apartment/m465.obj,./ResampledDatabase/AquaticAnimal/m74.obj,./ResampledDatabase/AquaticAnimal/m71.obj,./ResampledDatabase/AquaticAnimal/m76.obj,./ResampledDatabase/AquaticAnimal/m60.obj
./ResampledDatabase/Apartment\D00859.obj,0.597015,0.166667,0.0434783,0.0689655,./ResampledDatabase/Apartment/D00681.obj,./ResampledDatabase/AquaticAnimal/m64.obj,./ResampledDatabase/AircraftBuoyant/m1337.obj,./ResampledDatabase/AircraftBuoyant/m1343.obj,./ResampledDatabase/AquaticAnimal/m75.obj,./ResampledDatabase/AquaticAnimal/m70.obj
./ResampledDatabase/Apartment\D00860.obj,0.656716,0.5,0.130435,0.206897,./ResampledDatabase/AircraftBuoyant/m1351.obj,./ResampledDatabase/Apartment/D00921.obj,./ResampledDatabase/Apartment/D00138.obj,./ResampledDatabase/Apartment/D00366.obj,./ResampledDatabase/AquaticAnimal/m53.obj,./ResampledDatabase/AquaticAnimal/m55.obj
./ResampledDatabase/Apartment\D00869.obj,0.686567,0.666667,0.173913,0.275862,./ResampledDatabase/Apartment/D00626.obj,./ResampledDatabase/AquaticAnimal/m81.obj,./ResampledDatabase/Apartment/D00045.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/AquaticAnimal/m66.obj,./ResampledDatabase/Apartment/D00086.obj
./ResampledDatabase/Apartment\D00921.obj,0.597015,0.166667,0.0434783,0.0689655,./ResampledDatabase/Apartment/D00366.obj,./ResampledDatabase/AquaticAnimal/m54.obj,./ResampledDatabase/AquaticAnimal/m55.obj,./ResampledDatabase/AquaticAnimal/m53.obj,./ResampledDatabase/AircraftBuoyant/m1347.obj,./ResampledDatabase/AquaticAnimal/m56.obj
./ResampledDatabase/Apartment\D00953.obj,0.686567,0.666667,0.173913,0.275862,./ResampledDatabase/Apartment/D00478.obj,./ResampledDatabase/Apartment/D00156.obj,./ResampledDatabase/Apartment/D00045.obj,./ResampledDatabase/Apartment/m463.obj,./ResampledDatabase/AquaticAnimal/m67.obj,./ResampledDatabase/AircraftBuoyant/m1340.obj
./ResampledDatabase/Apartment\m463.obj,0.597015,0.166667,0.0434783,0.0689655,./ResampledDatabase/AircraftBuoyant/m1352.obj,./ResampledDatabase/AquaticAnimal/m76.obj,./ResampledDatabase/AquaticAnimal/m67.obj,./ResampledDatabase/AircraftBuoyant/m1341.obj,./ResampledDatabase/AircraftBuoyant/m1340.obj,./ResampledDatabase/Apartment/D00953.obj
./ResampledDatabase/Apartment\m464.obj,0.567164,0,0,0,./ResampledDatabase/AquaticAnimal/m71.obj,./ResampledDatabase/AquaticAnimal/m74.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AquaticAnimal/m60.obj,./ResampledDatabase/AquaticAnimal/m64.obj,./ResampledDatabase/AircraftBuoyant/m1349.obj
./ResampledDatabase/Apartment\m465.obj,0.567164,0,0,0,./ResampledDatabase/AircraftBuoyant/m1349.obj,./ResampledDatabase/AquaticAnimal/m74.obj,./ResampledDatabase/AquaticAnimal/m69.obj,./ResampledDatabase/AquaticAnimal/m76.obj,./ResampledDatabase/AquaticAnimal/m64.obj,./ResampledDatabase/AquaticAnimal/m79.obj
./ResampledDatabase/AquaticAnimal\m53.obj,0.567164,0.5,0.103448,0.171429,./ResampledDatabase/AquaticAnimal/m55.obj,./ResampledDatabase/Apartment/D00366.obj,./ResampledDatabase/AquaticAnimal/m54.obj,./ResampledDatabase/AircraftBuoyant/m1347.obj,./ResampledDatabase/Apartment/D00921.obj,./ResampledDatabase/AquaticAnimal/m56.obj
./ResampledDatabase/AquaticAnimal\m54.obj,0.567164,0.5,0.103448,0.171429,./ResampledDatabase/AquaticAnimal/m55.obj,./ResampledDatabase/Apartment/D00366.obj,./ResampledDatabase/AquaticAnimal/m53.obj,./ResampledDatabase/AircraftBuoyant/m1347.obj,./ResampledDatabase/Apartment/D00921.obj,./ResampledDatabase/AquaticAnimal/m56.obj
./ResampledDatabase/AquaticAnimal\m55.obj,0.567164,0.5,0.103448,0.171429,./ResampledDatabase/AquaticAnimal/m54.obj,./ResampledDatabase/Apartment/D00366.obj,./ResampledDatabase/AquaticAnimal/m53.obj,./ResampledDatabase/AircraftBuoyant/m1347.obj,./ResampledDatabase/Apartment/D00921.obj,./ResampledDatabase/AquaticAnimal/m56.obj
./ResampledDatabase/AquaticAnimal\m56.obj,0.567164,0.5,0.103448,0.171429,./ResampledDatabase/AircraftBuoyant/m1347.obj,./ResampledDatabase/AquaticAnimal/m55.obj,./ResampledDatabase/AquaticAnimal/m54.obj,./ResampledDatabase/Apartment/D00366.obj,./ResampledDatabase/AquaticAnimal/m53.obj,./ResampledDatabase/Apartment/D00921.obj
./ResampledDatabase/AquaticAnimal\m57.obj,0.477612,0,0,0,./ResampledDatabase/Apartment/D00496.obj,./ResampledDatabase/Apartment/D00651.obj,./ResampledDatabase/Apartment/D00626.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/Apartment/D00478.obj,./ResampledDatabase/Apartment/D00138.obj
./ResampledDatabase/AquaticAnimal\m58.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AquaticAnimal/m75.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AquaticAnimal/m61.obj,./ResampledDatabase/AquaticAnimal/m72.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj,./ResampledDatabase/AircraftBuoyant/m1346.obj
./ResampledDatabase/AquaticAnimal\m59.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AquaticAnimal/m64.obj,./ResampledDatabase/Apartment/D00681.obj,./ResampledDatabase/AquaticAnimal/m75.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AquaticAnimal/m61.obj,./ResampledDatabase/AircraftBuoyant/m1337.obj
./ResampledDatabase/AquaticAnimal\m60.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AquaticAnimal/m61.obj,./ResampledDatabase/AquaticAnimal/m71.obj,./ResampledDatabase/AircraftBuoyant/m1346.obj,./ResampledDatabase/AquaticAnimal/m69.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj,./ResampledDatabase/AquaticAnimal/m68.obj
./ResampledDatabase/AquaticAnimal\m61.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AquaticAnimal/m69.obj,./ResampledDatabase/AircraftBuoyant/m1346.obj,./ResampledDatabase/AquaticAnimal/m60.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj,./ResampledDatabase/AquaticAnimal/m71.obj
./ResampledDatabase/AquaticAnimal\m62.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AquaticAnimal/m64.obj,./ResampledDatabase/AircraftBuoyant/m1349.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj,./ResampledDatabase/AquaticAnimal/m74.obj,./ResampledDatabase/AquaticAnimal/m75.obj,./ResampledDatabase/AquaticAnimal/m70.obj
./ResampledDatabase/AquaticAnimal\m63.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AquaticAnimal/m65.obj,./ResampledDatabase/AquaticAnimal/m80.obj,./ResampledDatabase/AircraftBuoyant/m1350.obj,./ResampledDatabase/AquaticAnimal/m78.obj,./ResampledDatabase/AquaticAnimal/m73.obj,./ResampledDatabase/AircraftBuoyant/m1342.obj
./ResampledDatabase/AquaticAnimal\m64.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AircraftBuoyant/m1349.obj,./ResampledDatabase/AquaticAnimal/m79.obj,./ResampledDatabase/AquaticAnimal/m71.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AquaticAnimal/m74.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj
./ResampledDatabase/AquaticAnimal\m65.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AquaticAnimal/m63.obj,./ResampledDatabase/AquaticAnimal/m80.obj,./ResampledDatabase/AquaticAnimal/m78.obj,./ResampledDatabase/AircraftBuoyant/m1350.obj,./ResampledDatabase/AquaticAnimal/m73.obj,./ResampledDatabase/AircraftBuoyant/m1342.obj
./ResampledDatabase/AquaticAnimal\m66.obj,0.537313,0.333333,0.0689655,0.114286,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/AquaticAnimal/m77.obj,./ResampledDatabase/AquaticAnimal/m81.obj,./ResampledDatabase/Apartment/D00086.obj,./ResampledDatabase/Apartment/D00045.obj,./ResampledDatabase/Apartment/D00639.obj
./ResampledDatabase/AquaticAnimal\m67.obj,0.567164,0.5,0.103448,0.171429,./ResampledDatabase/AquaticAnimal/m76.obj,./ResampledDatabase/AircraftBuoyant/m1341.obj,./ResampledDatabase/AircraftBuoyant/m1340.obj,./ResampledDatabase/AircraftBuoyant/m1352.obj,./ResampledDatabase/AquaticAnimal/m79.obj,./ResampledDatabase/AquaticAnimal/m69.obj
./ResampledDatabase/AquaticAnimal\m68.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AquaticAnimal/m60.obj,./ResampledDatabase/AircraftBuoyant/m1346.obj,./ResampledDatabase/AquaticAnimal/m61.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj,./ResampledDatabase/AquaticAnimal/m71.obj,./ResampledDatabase/AquaticAnimal/m69.obj
./ResampledDatabase/AquaticAnimal\m69.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AquaticAnimal/m61.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AquaticAnimal/m75.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj,./ResampledDatabase/AircraftBuoyant/m1346.obj,./ResampledDatabase/AquaticAnimal/m72.obj
./ResampledDatabase/AquaticAnimal\m70.obj,0.626866,0.833333,0.172414,0.285714,./ResampledDatabase/AquaticAnimal/m71.obj,./ResampledDatabase/AquaticAnimal/m75.obj,./ResampledDatabase/AquaticAnimal/m61.obj,./ResampledDatabase/AquaticAnimal/m69.obj,./ResampledDatabase/AquaticAnimal/m72.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj
./ResampledDatabase/AquaticAnimal\m71.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AquaticAnimal/m60.obj,./ResampledDatabase/AquaticAnimal/m61.obj,./ResampledDatabase/AircraftBuoyant/m1346.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj,./ResampledDatabase/AquaticAnimal/m69.obj
./ResampledDatabase/AquaticAnimal\m72.obj,0.626866,0.833333,0.172414,0.285714,./ResampledDatabase/AquaticAnimal/m75.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj,./ResampledDatabase/AquaticAnimal/m69.obj,./ResampledDatabase/AquaticAnimal/m74.obj,./ResampledDatabase/AquaticAnimal/m61.obj
./ResampledDatabase/AquaticAnimal\m73.obj,0.626866,0.833333,0.172414,0.285714,./ResampledDatabase/AircraftBuoyant/m1342.obj,./ResampledDatabase/AquaticAnimal/m78.obj,./ResampledDatabase/AquaticAnimal/m72.obj,./ResampledDatabase/AquaticAnimal/m58.obj,./ResampledDatabase/AquaticAnimal/m75.obj,./ResampledDatabase/AquaticAnimal/m80.obj
./ResampledDatabase/AquaticAnimal\m74.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AircraftBuoyant/m1348.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AquaticAnimal/m69.obj,./ResampledDatabase/AquaticAnimal/m72.obj,./ResampledDatabase/AquaticAnimal/m71.obj,./ResampledDatabase/AircraftBuoyant/m1346.obj
./ResampledDatabase/AquaticAnimal\m75.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AquaticAnimal/m72.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AircraftBuoyant/m1348.obj,./ResampledDatabase/AircraftBuoyant/m1346.obj,./ResampledDatabase/AquaticAnimal/m69.obj,./ResampledDatabase/AquaticAnimal/m58.obj
./ResampledDatabase/AquaticAnimal\m76.obj,0.567164,0.5,0.103448,0.171429,./ResampledDatabase/AquaticAnimal/m67.obj,./ResampledDatabase/AircraftBuoyant/m1341.obj,./ResampledDatabase/AircraftBuoyant/m1352.obj,./ResampledDatabase/AircraftBuoyant/m1340.obj,./ResampledDatabase/AquaticAnimal/m79.obj,./ResampledDatabase/AquaticAnimal/m74.obj
./ResampledDatabase/AquaticAnimal\m77.obj,0.537313,0.333333,0.0689655,0.114286,./ResampledDatabase/Apartment/D00639.obj,./ResampledDatabase/Apartment/D00348.obj,./ResampledDatabase/AquaticAnimal/m66.obj,./ResampledDatabase/AquaticAnimal/m81.obj,./ResampledDatabase/Apartment/D00086.obj,./ResampledDatabase/Apartment/D00045.obj
./ResampledDatabase/AquaticAnimal\m78.obj,0.656716,1,0.206897,0.342857,./ResampledDatabase/AquaticAnimal/m80.obj,./ResampledDatabase/AquaticAnimal/m65.obj,./ResampledDatabase/AquaticAnimal/m73.obj,./ResampledDatabase/AquaticAnimal/m58.obj,./ResampledDatabase/AquaticAnimal/m72.obj,./ResampledDatabase/AquaticAnimal/m63.obj
./ResampledDatabase/AquaticAnimal\m79.obj,0.626866,0.833333,0.172414,0.285714,./ResampledDatabase/AquaticAnimal/m69.obj,./ResampledDatabase/AircraftBuoyant/m1349.obj,./ResampledDatabase/AquaticAnimal/m64.obj,./ResampledDatabase/AquaticAnimal/m70.obj,./ResampledDatabase/AquaticAnimal/m71.obj,./ResampledDatabase/AquaticAnimal/m74.obj
./ResampledDatabase/AquaticAnimal\m80.obj,0.597015,0.666667,0.137931,0.228571,./ResampledDatabase/AquaticAnimal/m65.obj,./ResampledDatabase/AquaticAnimal/m63.obj,./ResampledDatabase/AquaticAnimal/m78.obj,./ResampledDatabase/AircraftBuoyant/m1350.obj,./ResampledDatabase/AquaticAnimal/m73.obj,./ResampledDatabase/AircraftBuoyant/m1342.obj
./ResampledDatabase/AquaticAnimal\m81.obj,0.567164,0.5,0.103448,0.171429,./ResampledDatabase/AquaticAnimal/m53.obj,./ResampledDatabase/Apartment/D00366.obj,./ResampledDatabase/AircraftBuoyant/m1347.obj,./ResampledDatabase/AquaticAnimal/m55.obj,./ResampledDatabase/AquaticAnimal/m54.obj,./ResampledDatabase/Apartment/D00921.obj
