Class,File,SurfaceArea,Volume,Compactness,Rectangularity,Diameter,Convexity,Eccentricity,A3bin0,A3bin1,A3bin2,A3bin3,A3bin4,A3bin5,A3bin6,A3bin7,A3bin8,A3bin9,A3bin10,A3bin11,A3bin12,A3bin13,A3bin14,A3bin15,A3bin16,A3bin17,A3bin18,A3bin19,D1bin0,D1bin1,D1bin2,D1bin3,D1bin4,D1bin5,D1bin6,D1bin7,D1bin8,D1bin9,D1bin10,D1bin11,D1bin12,D1bin13,D1bin14,D1bin15,D1bin16,D1bin17,D1bin18,D1bin19,D1bin20,D1bin21,D1bin22,D1bin23,D1bin24,D1bin25,D1bin26,D1bin27,D1bin28,D1bin29,D2bin0,D2bin1,D2bin2,D2bin3,D2bin4,D2bin5,D2bin6,D2bin7,D2bin8,D2bin9,D2bin10,D2bin11,D2bin12,D2bin13,D2bin14,D2bin15,D2bin16,D2bin17,D2bin18,D2bin19,D3bin0,D3bin1,D3bin2,D3bin3,D3bin4,D3bin5,D3bin6,D3bin7,D3bin8,D3bin9,D3bin10,D3bin11,D3bin12,D3bin13,D3bin14,D3bin15,D3bin16,D3bin17,D3bin18,D3bin19,D4bin0,D4bin1,D4bin2,D4bin3,D4bin4,D4bin5,D4bin6,D4bin7,D4bin8,D4bin9,D4bin10,D4bin11,D4bin12,D4bin13,D4bin14,D4bin15,D4bin16,D4bin17,D4bin18,D4bin19
"./ResampledDatabase/AquaticAnimal",m74.obj,0.401822,0.010916,4.81412,0.0126026,1.0059,0.365632,21.1409,0.0973491,0.143092,0.116331,0.0904068,0.0678308,0.0538729,0.0465634,0.0426854,0.0387095,0.0343634,0.0322363,0.0311505,0.0304133,0.0303793,0.0299318,0.0298926,0.031132,0.028215,0.0189939,0.00645159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000924044,0.0155239,0.0519313,0.0437997,0.07725,0.087969,0.0687488,0.0750323,0.0761412,0.0863057,0.0875993,0.108668,0.107004,0.0776197,0.0354833,0.025432,0.0722012,0.122408,0.146617,0.125488,0.0999287,0.0827683,0.0700648,0.0582885,0.0461851,0.0358871,0.0290317,0.0234826,0.0184196,0.0173204,0.0112832,0.00667832,0.00528004,0.00279355,0.000442087,0.00220987,0.0150102,0.0371779,0.0638984,0.0924256,0.116835,0.128662,0.129925,0.117952,0.0964638,0.0728245,0.0499174,0.0335924,0.0204941,0.0112123,0.00593972,0.00337616,0.00152412,0.000481571,7.73402e-05,0.671167,0.21098,0.0708379,0.0261453,0.0107957,0.00510461,0.00243252,0.00125312,0.000547425,0.000312195,0.000184282,9.43089e-05,6.07046e-05,3.46883e-05,2.16802e-05,1.40921e-05,7.58808e-06,3.25203e-06,2.16802e-06,1.08401e-06,
"./ResampledDatabase/AquaticAnimal",m75.obj,0.496583,0.0104615,9.8932,0.0083804,1.0092,0.245466,17.3082,0.0880911,0.141513,0.113861,0.0848815,0.0687798,0.0565612,0.0495984,0.0456431,0.0422211,0.0381327,0.03423,0.031861,0.0320755,0.0322457,0.03252,0.032321,0.0309905,0.0257904,0.0149002,0.00378305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00363322,0.0974048,0.14654,0.106574,0.117301,0.112111,0.109689,0.066782,0.0773356,0.0778547,0.0527682,0.0320069,0.0236541,0.0699311,0.131824,0.12854,0.121116,0.107589,0.0930421,0.0720755,0.0586341,0.0500287,0.0421273,0.029112,0.0202745,0.0152606,0.0131883,0.0110259,0.00745229,0.00365463,0.00124322,0.000227039,0.0022519,0.0192113,0.0504791,0.0859332,0.115301,0.137298,0.142839,0.128269,0.105829,0.0778567,0.0533714,0.0346715,0.0217571,0.0121514,0.00659074,0.00351087,0.00178997,0.000668147,0.000196938,2.37151e-05,0.731382,0.182286,0.0518672,0.0190303,0.00786353,0.00369985,0.00184125,0.00099703,0.000500682,0.000259011,0.000132215,8.01959e-05,2.92606e-05,1.51722e-05,9.75355e-06,2.16746e-06,2.16746e-06,0,0,2.16746e-06,
"./ResampledDatabase/AquaticAnimal",m76.obj,0.451231,0.00420255,45.9957,0.00389511,1.00143,0.111816,22.6815,0.105195,0.147552,0.112271,0.0808835,0.064753,0.0543788,0.0478212,0.0428703,0.0392362,0.0365344,0.033715,0.0328282,0.031965,0.0312731,0.0310761,0.033747,0.0334139,0.0241267,0.0125243,0.00383514,0,0,0,0,0,0,0,0,0,0,0,0,0.00118064,0.012987,0.0141677,0.0159386,0.0513577,0.0871704,0.0706415,0.0513577,0.0458481,0.0853994,0.109406,0.072806,0.0749705,0.0501771,0.0533255,0.0956316,0.0889414,0.0186934,0.0261696,0.0700111,0.0923228,0.112097,0.110442,0.106301,0.0915197,0.0706422,0.0528414,0.0457568,0.0446406,0.0391474,0.0358287,0.0266287,0.0206484,0.0180299,0.0193222,0.0129588,0.00424891,0.000443095,0.00306621,0.0186272,0.0419471,0.0684776,0.0946337,0.116544,0.128835,0.131978,0.1238,0.0937055,0.0680145,0.0478372,0.0280311,0.0161767,0.0095895,0.00517841,0.00240924,0.000912746,0.000208333,2.78465e-05,0.685984,0.197812,0.06634,0.0259869,0.0117292,0.00565975,0.00284721,0.00146425,0.000831296,0.000550584,0.000309975,0.000204843,0.000113802,7.69518e-05,3.7934e-05,1.95089e-05,1.84251e-05,9.75445e-06,1.08383e-06,3.25148e-06,
"./ResampledDatabase/AquaticAnimal",m77.obj,0.66135,0.00249539,410.738,0.0116997,1.0228,0.0462435,28.4708,0.162219,0.156402,0.124085,0.0719315,0.0461165,0.0360828,0.0339473,0.0313066,0.0295311,0.0303591,0.0291877,0.0294249,0.028933,0.0294785,0.0322522,0.042222,0.0368262,0.0277823,0.0171587,0.00475343,0,0,0,0,0,0,0,0,0,0.0323054,0.0393884,0.0770493,0.0600328,0.0699663,0.0589963,0.0271227,0.0420662,0.0807636,0.121102,0.00431891,0.00138205,0.00155481,0.0672886,0.107541,0.0133022,0.065561,0.108664,0.0153753,0.00302324,0.00319599,0.0812793,0.0716313,0.0957178,0.113915,0.0804212,0.0866398,0.0877389,0.0532414,0.0616383,0.0677599,0.0638445,0.0459187,0.038885,0.019769,0.0107321,0.00972599,0.00497951,0.00308932,0.0029133,0.000160016,0.024135,0.0886433,0.124902,0.123642,0.12836,0.138248,0.124128,0.0953676,0.0640681,0.0380021,0.0239288,0.0143641,0.00781713,0.00246309,0.00106916,0.000482514,0.00019383,0.000128876,5.15506e-05,5.15506e-06,0.861876,0.0975957,0.0261516,0.00859444,0.00324756,0.00132155,0.000629363,0.000285976,0.000136488,8.34096e-05,3.35805e-05,2.16648e-05,8.66593e-06,7.58269e-06,4.33297e-06,0,0,0,0,2.16648e-06,
"./ResampledDatabase/AquaticAnimal",m78.obj,0.457422,0.00345135,71.0429,0.00196422,1.01137,0.0793662,15.3942,0.0871954,0.141535,0.123127,0.0915987,0.0697336,0.0565514,0.0469218,0.0414388,0.0372005,0.0344615,0.0326435,0.0319577,0.0315731,0.03157,0.03352,0.0360228,0.0318371,0.0235914,0.0132564,0.00426412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00114943,0.058046,0.152107,0.116858,0.13046,0.108621,0.0854406,0.0873563,0.109579,0.093295,0.0570881,0.020949,0.0627109,0.10254,0.12175,0.117619,0.110519,0.0955672,0.079175,0.0640372,0.0512977,0.0424811,0.0342775,0.0274942,0.0217041,0.015814,0.0109381,0.00887469,0.00800852,0.00389574,0.000346066,0.00265412,0.0208051,0.0524865,0.0903814,0.125496,0.148662,0.152164,0.134205,0.100694,0.0704384,0.0459708,0.0292634,0.0156432,0.00660644,0.00266134,0.00121054,0.000449572,0.00016498,3.81517e-05,5.15564e-06,0.648734,0.209607,0.0775157,0.033295,0.0157765,0.00739829,0.00369102,0.00179293,0.000907307,0.000481296,0.000324116,0.000198372,0.00012466,6.82919e-05,4.5528e-05,1.7344e-05,8.67199e-06,5.42e-06,4.336e-06,3.252e-06,
"./ResampledDatabase/AquaticAnimal",m79.obj,0.29283,6.40669e-05,54091,0.000113296,1.01179,0.00386158,49.6435,0.162016,0.183718,0.101637,0.0622819,0.0443783,0.0343769,0.0284545,0.0250189,0.023529,0.0230774,0.0229166,0.0235899,0.0259376,0.0301496,0.0345553,0.0394777,0.0456012,0.0460889,0.0318611,0.0113335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354081,0.0944838,0.196795,0.225494,0.24618,0.183563,0.0499441,0.0322095,0.106839,0.128394,0.110337,0.0944342,0.0844015,0.0764301,0.0674076,0.0602824,0.0534852,0.0452428,0.0380135,0.0320065,0.0256744,0.0194914,0.0129602,0.00736327,0.00385866,0.00111519,5.30091e-05,0.00191601,0.0144175,0.0389461,0.0705076,0.100691,0.122375,0.134218,0.133388,0.121088,0.0973812,0.0686803,0.0449282,0.0271757,0.0142855,0.00629766,0.00253886,0.000838382,0.000265024,5.1561e-05,9.28098e-06,0.615492,0.227051,0.0944027,0.037835,0.0148728,0.0059606,0.00244754,0.00104058,0.000499698,0.00018969,9.64709e-05,5.6365e-05,2.49307e-05,1.30073e-05,5.41971e-06,5.41971e-06,4.33577e-06,0,0,2.16789e-06,
"./ResampledDatabase/AquaticAnimal",m80.obj,0.426994,0.010951,5.7399,0.01113,1.00823,0.360611,24.7839,0.100709,0.144107,0.116548,0.0856255,0.0644728,0.0515388,0.0437026,0.0379646,0.0348672,0.0329597,0.0308872,0.0309058,0.0315316,0.0343341,0.0362571,0.0382914,0.035124,0.0264773,0.017414,0.00628241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00810962,0.13297,0.280201,0.233082,0.227629,0.0936801,0.0145414,0.00978747,0.0256711,0.0779294,0.118993,0.117778,0.112818,0.106634,0.09071,0.0738449,0.0583251,0.049834,0.0441443,0.0362694,0.0266032,0.0189543,0.0144658,0.0120085,0.00852803,0.00475057,0.00158519,0.000153019,0.0027619,0.0224294,0.0573564,0.0952743,0.127287,0.148865,0.150867,0.132335,0.0986004,0.0657226,0.043189,0.0266877,0.0151492,0.00751221,0.00331676,0.00147377,0.000730182,0.000308368,0.000112415,2.06266e-05,0.734915,0.176902,0.0537389,0.0196651,0.00794752,0.00340608,0.00162179,0.000856937,0.00043876,0.000234006,0.000133253,4.65844e-05,4.00843e-05,2.81673e-05,1.30003e-05,4.33344e-06,4.33344e-06,2.16672e-06,1.08336e-06,1.08336e-06,
"./ResampledDatabase/AquaticAnimal",m81.obj,0.381568,0.00152539,211.107,0.00166092,1.00222,0.0537943,20.8065,0.103139,0.154684,0.115465,0.0825397,0.0677808,0.0559921,0.046692,0.0396642,0.0362373,0.0331951,0.0310507,0.0302888,0.0296476,0.0300682,0.0296486,0.0310486,0.0326311,0.0281146,0.0171248,0.00498766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836914,0.0586249,0.0839984,0.0933088,0.0963781,0.1283,0.113976,0.0854307,0.0877839,0.0948435,0.0520769,0.0215879,0.0254767,0.0787233,0.130957,0.142049,0.129442,0.106758,0.0835928,0.066345,0.0552318,0.0446247,0.0356567,0.028647,0.0243856,0.0181729,0.0117222,0.00829687,0.00580961,0.00301032,0.0009511,0.000148016,0.00244127,0.0187869,0.0499575,0.0882622,0.125785,0.1507,0.155933,0.139986,0.107683,0.0711042,0.0432625,0.0244447,0.0116806,0.00551246,0.00262169,0.00114125,0.000497946,0.000146394,4.63925e-05,6.18566e-06,0.650878,0.220302,0.0768437,0.0286774,0.0117572,0.00548589,0.00283611,0.00142347,0.000798401,0.000445241,0.000233995,0.000149497,7.69152e-05,5.1999e-05,1.7333e-05,1.08331e-05,4.33325e-06,3.24994e-06,3.24994e-06,1.08331e-06,
"./ResampledDatabase/Bed",D00031.obj,4.11744,0.0110122,5089.6,0.00423664,1.24941,0.0533383,24.0137,0.059204,0.102712,0.100039,0.092966,0.0858253,0.0797837,0.0717759,0.0652889,0.0580554,0.0528798,0.0443349,0.0370252,0.0323321,0.0282802,0.0242367,0.0211457,0.0177125,0.0137329,0.00923773,0.00343219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047531,0.0412694,0.0906503,0.127793,0.142166,0.138893,0.132347,0.103173,0.0765618,0.0506617,0.026327,0.0145154,0.00811157,0.00739509,0.0284272,0.0500444,0.0648306,0.0723757,0.0751161,0.0782146,0.0781296,0.0774325,0.0762823,0.0739779,0.0729038,0.0705064,0.0580626,0.0485892,0.0342591,0.0173966,0.00821022,0.00591187,0.00193429,0.00154459,0.0115133,0.0318682,0.0579746,0.0825251,0.101481,0.107791,0.101778,0.0931382,0.0836573,0.0743392,0.064551,0.0546359,0.0442899,0.0332086,0.02417,0.0157995,0.0097872,0.00526377,0.000683619,0.568293,0.222907,0.10559,0.0499728,0.0247036,0.0127738,0.00699207,0.003969,0.00220825,0.00119731,0.000672878,0.000360818,0.000201538,8.01819e-05,4.55086e-05,2.05872e-05,7.58477e-06,0,2.16708e-06,2.16708e-06,
"./ResampledDatabase/Bed",D00110.obj,1.89036,0.0140198,303.877,0.00678391,1.24532,0.0687162,43.4903,0.0871828,0.11301,0.0974388,0.0839353,0.070868,0.0615512,0.0625574,0.0612491,0.0600068,0.0572356,0.0489488,0.0387763,0.0319926,0.0266894,0.0236295,0.0207882,0.0187304,0.0163438,0.0131612,0.00590429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025843,0.00504553,0.0169825,0.051809,0.13303,0.161826,0.183485,0.180532,0.114571,0.0740832,0.0349495,0.0190746,0.0220281,0.0135477,0.0333672,0.0483841,0.0580604,0.0636441,0.0658444,0.0718931,0.0742014,0.0712961,0.0694318,0.0700469,0.0584534,0.0461239,0.0423644,0.03948,0.0921937,0.0441966,0.0218928,0.0126566,0.00292137,0.00294792,0.0176422,0.037892,0.0575541,0.0736816,0.0864023,0.0941335,0.0963875,0.0912743,0.0855486,0.0776318,0.0678239,0.0562673,0.0464863,0.0377961,0.0282491,0.020952,0.0146066,0.00644955,0.000273242,0.602389,0.205408,0.0950716,0.0467228,0.023663,0.0126748,0.00677293,0.00360015,0.00185919,0.00105542,0.000441477,0.000161622,0.000100878,5.09814e-05,1.19318e-05,8.67768e-06,3.25413e-06,1.08471e-06,0,3.25413e-06,
"./ResampledDatabase/Bed",D00121.obj,3.44022,0.00619117,9392.03,0.00162254,1.31929,0.017723,14.1657,0.0923498,0.0979625,0.0829762,0.0607009,0.0468095,0.0472013,0.0720798,0.0868805,0.0973789,0.0936798,0.0790379,0.0507334,0.0284828,0.0157214,0.00989945,0.00821792,0.00733747,0.00700756,0.00777667,0.00776636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108031,0.120135,0.0829103,0.0822595,0.112066,0.145126,0.0938436,0.0930626,0.0717168,0.0687232,0.0606534,0.0317584,0.011584,0.00546661,0.00325394,0.00468567,0.00195236,0.0336182,0.0404241,0.055613,0.0622448,0.0573252,0.0546249,0.0505124,0.0382568,0.0329001,0.0340853,0.0231869,0.0280055,0.0216827,0.167704,0.150833,0.0706459,0.0467069,0.02415,0.00688887,0.000591074,0.0187557,0.0479873,0.0524221,0.0535109,0.0532078,0.0543802,0.0562671,0.0596604,0.0766313,0.0769148,0.0715067,0.070124,0.0782965,0.0647396,0.0567321,0.0539275,0.0343304,0.0190073,0.00150747,9.07367e-05,0.575326,0.174441,0.100365,0.0609929,0.0376916,0.0218244,0.0146602,0.00842986,0.00326792,0.0014541,0.000768222,0.000411741,0.000234042,8.45153e-05,2.16706e-05,9.75176e-06,8.66823e-06,3.25059e-06,2.16706e-06,3.25059e-06,
"./ResampledDatabase/Bed",D00184.obj,7.66556,0.0192853,10708.5,0.00908592,1.32175,0.0555151,8.0567,0.0562401,0.086191,0.0955039,0.0923164,0.0904938,0.0854436,0.0745916,0.0642871,0.057838,0.0529867,0.0493982,0.0423564,0.0395009,0.0324971,0.0259088,0.0206164,0.015229,0.010452,0.00615944,0.00198958,0,0,0.00166274,0.00374117,0.00498822,0.00581959,0.00803658,0.0160732,0.0177359,0.0286823,0.036996,0.0421228,0.0401829,0.0475267,0.049328,0.0604129,0.0709436,0.08092,0.0436469,0.051545,0.0558404,0.0648469,0.0799501,0.0678952,0.0231398,0.0133019,0.0327006,0.0484966,0.00318692,0.000277123,0.0248274,0.0191086,0.0380592,0.0501249,0.0667691,0.0704627,0.0722839,0.0710827,0.0716698,0.0710777,0.0824593,0.0891462,0.065477,0.072733,0.0552896,0.0273097,0.0160532,0.0249644,0.0107575,0.000344047,0.00403496,0.0206181,0.0414795,0.0546792,0.0589018,0.0701005,0.0817219,0.0886486,0.0925794,0.0920166,0.0820611,0.0728953,0.0612925,0.0519917,0.0410105,0.0312519,0.0248201,0.0242397,0.00527308,0.000383497,0.54798,0.188008,0.104077,0.0620487,0.0396224,0.0233549,0.0137969,0.00878113,0.00580786,0.00306104,0.00169468,0.000955696,0.000432338,0.000162533,6.8264e-05,6.8264e-05,4.98435e-05,1.84204e-05,5.41778e-06,7.58489e-06,
"./ResampledDatabase/Bed",D00210.obj,6.12637,0.035871,1580.05,0.0180026,1.35123,0.0879356,25.1814,0.100319,0.0863765,0.0901452,0.0720677,0.0607565,0.0548344,0.0646417,0.0728872,0.0642551,0.0666837,0.0640613,0.0495999,0.0379816,0.0294196,0.0225018,0.018531,0.016155,0.0133275,0.0104958,0.00495927,0,0.000181307,0.000634575,0.0011785,0.00349016,0.0076149,0.00788686,0.0087934,0.0154111,0.0170429,0.0228447,0.0659052,0.111459,0.0331792,0.0305503,0.0239779,0.0455988,0.0843532,0.0200798,0.0191279,0.0500861,0.1644,0.053259,0.0311395,0.113498,0.0184933,0.0116943,0.0128728,0.013598,0.011649,0.0586818,0.0359973,0.046834,0.0533314,0.0518143,0.0816152,0.0487681,0.047135,0.0500412,0.0506582,0.0525864,0.0521623,0.0550865,0.157143,0.0967282,0.0390055,0.0169251,0.0046393,0.000726046,0.000121008,0.0330894,0.0572169,0.0674159,0.0695641,0.0663088,0.0632029,0.0677138,0.0688735,0.071669,0.0714082,0.0733586,0.0949791,0.0622123,0.0485755,0.045982,0.0265942,0.0090929,0.00245336,0.000270076,1.95857e-05,0.702627,0.144896,0.0641944,0.0377421,0.0215873,0.0119623,0.00701815,0.00405385,0.00257332,0.00143287,0.000866439,0.000498202,0.000240437,0.000137547,9.31421e-05,3.89897e-05,1.40796e-05,1.40796e-05,5.41524e-06,4.33219e-06,
"./ResampledDatabase/Bed",D00213.obj,2.60441,0.0217486,330.23,0.0139132,1.12646,0.150342,32.9553,0.0859925,0.123872,0.107676,0.0834069,0.0646325,0.0557981,0.053389,0.0568862,0.0616953,0.0602525,0.0525474,0.0428374,0.0322312,0.0264691,0.0233648,0.0210103,0.0180287,0.0149584,0.0105485,0.00440276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00831354,0.0273159,0.0597783,0.087886,0.0760095,0.110649,0.11441,0.12312,0.117379,0.130048,0.057601,0.0358274,0.0267221,0.0188044,0.00613618,0.0156801,0.0399229,0.0648268,0.0682274,0.0721332,0.0663871,0.0679504,0.0747077,0.0756189,0.0575003,0.0471883,0.0437176,0.0390547,0.0416602,0.0349059,0.0429995,0.0512131,0.0683555,0.0230845,0.00486596,0.00414105,0.0162971,0.0327252,0.0505557,0.0662702,0.0761619,0.083185,0.0856484,0.0864403,0.0846142,0.0811032,0.0759145,0.0692925,0.0569023,0.0435872,0.034538,0.0280098,0.0198051,0.00465765,0.000150546,0.518118,0.209798,0.11725,0.0662466,0.0374909,0.0215825,0.0123206,0.00729137,0.00416866,0.00242251,0.00146109,0.000803167,0.000468243,0.000241709,0.00019185,8.56278e-05,2.92652e-05,1.84262e-05,7.58727e-06,3.25169e-06,
"./ResampledDatabase/Bed",D00217.obj,2.22365,0.082253,14.3695,0.0439854,1.13651,0.563517,24.8186,0.0775948,0.123893,0.0977334,0.0765442,0.0540478,0.0454331,0.0456424,0.0637336,0.0796959,0.0864311,0.0717441,0.0453806,0.0298771,0.0241315,0.0215274,0.0182706,0.0146045,0.0113694,0.0082899,0.00405577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00882811,0.0188679,0.0616237,0.095032,0.0669898,0.0754717,0.0901852,0.0905314,0.0874156,0.100225,0.131556,0.0896659,0.0292539,0.0250995,0.0292539,0.022355,0.0295542,0.0409653,0.061971,0.0726189,0.0651225,0.0534515,0.0554568,0.0794211,0.0587174,0.0379997,0.0433527,0.039424,0.0317016,0.0327328,0.0229891,0.0617029,0.136658,0.0437928,0.0100128,0.00543378,0.0201328,0.0299714,0.039382,0.049633,0.0608975,0.0645104,0.0693874,0.0730519,0.0760585,0.0811334,0.0847257,0.0852753,0.0682862,0.0570052,0.040044,0.0328037,0.0463531,0.0143547,0.00156002,0.463834,0.200985,0.12668,0.0824762,0.0511323,0.0310394,0.0202348,0.0120412,0.00625687,0.00238873,0.00171785,0.000743498,0.000207009,0.000117052,7.69509e-05,3.46821e-05,1.73411e-05,4.33526e-06,1.08382e-05,2.16763e-06,
"./ResampledDatabase/Bed",D00307.obj,5.14246,0.0248315,1950.08,0.00984941,1.21824,0.116536,22.7138,0.066483,0.101469,0.0968594,0.087889,0.083179,0.0814979,0.0734145,0.0653227,0.0566957,0.0505089,0.045442,0.0390973,0.0340717,0.0285706,0.0241246,0.0200488,0.0169157,0.0137898,0.0101905,0.00442952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356708,0.123195,0.140247,0.154689,0.143553,0.127197,0.10649,0.0796938,0.0478511,0.0214025,0.0130503,0.00417609,0.00278406,0.0109131,0.0311139,0.0488973,0.057941,0.0649513,0.0739591,0.0803183,0.078758,0.0745842,0.0712535,0.0730569,0.0762385,0.0807443,0.073869,0.0464178,0.0259059,0.0148418,0.00922375,0.00612216,0.000890169,0.00210404,0.0156153,0.0365186,0.0583562,0.078225,0.0928945,0.0991427,0.0993645,0.0934917,0.0854644,0.0767821,0.0667559,0.0574094,0.0447965,0.0330252,0.0247988,0.0177699,0.0112834,0.00557881,0.000622962,0.590245,0.196424,0.0991077,0.0526319,0.0281004,0.0150829,0.00822272,0.00448127,0.00254167,0.00128873,0.000796237,0.000505513,0.00026252,0.00010631,8.46137e-05,4.44765e-05,3.90525e-05,2.0611e-05,1.08479e-05,3.25437e-06,
"./ResampledDatabase/Bed",D00322.obj,2.00308,0.0173047,237.31,0.00905974,1.16691,0.093746,35.4015,0.111053,0.125847,0.0936197,0.0442722,0.0330698,0.0306766,0.0338215,0.0636072,0.100607,0.116323,0.0987414,0.0458354,0.0258838,0.0184771,0.0144907,0.0128986,0.0120324,0.00905242,0.00670141,0.00298929,0,0,0.00021411,0.00042822,0.00203404,0.00299754,0.00417514,0.00727973,0.00471042,0.00599508,0.00631624,0.00417514,0.00620919,0.0114549,0.0154159,0.0145595,0.0123113,0.0145595,0.0179852,0.0495664,0.100525,0.156514,0.121936,0.150091,0.126111,0.0938872,0.0539557,0.00920672,0.00385398,0.00353281,0.0344529,0.0670466,0.0781388,0.0744904,0.0667105,0.0628411,0.0622,0.0332078,0.0221195,0.017393,0.0167489,0.017826,0.0203083,0.0239727,0.0249988,0.0515318,0.244578,0.0752385,0.00594667,0.000250028,0.0101675,0.034482,0.0520055,0.0603326,0.0635534,0.0639472,0.0674938,0.0697444,0.0774489,0.0794459,0.0775087,0.0775705,0.0723239,0.0692722,0.0708022,0.0428215,0.00867874,0.00216505,0.000187637,4.84558e-05,0.525076,0.209394,0.116605,0.0645774,0.0379972,0.0215153,0.011431,0.00617541,0.0034669,0.00170961,0.000915477,0.000534119,0.000273018,0.00014626,7.58383e-05,6.39209e-05,2.92519e-05,1.0834e-05,1.0834e-06,2.16681e-06,
"./ResampledDatabase/Bed",D00417.obj,4.06466,0.00123871,386975,0.000973576,1.22717,0.00516723,30.7596,0.106804,0.0975856,0.073418,0.0804211,0.064642,0.052817,0.0769,0.0666747,0.0675344,0.0816756,0.060723,0.0392385,0.03319,0.0255241,0.0216319,0.0178087,0.0140742,0.0099408,0.00686394,0.00253262,0,0,0.000156165,0.000156165,0.000312329,0.000468494,0.000468494,0.000312329,0.000546576,0.000624658,0.000780823,0.0013274,0.00234247,0.00210822,0.00242055,0.00632467,0.0164754,0.045522,0.0676974,0.0445069,0.042711,0.0591083,0.0877645,0.108691,0.123604,0.112829,0.091122,0.0790974,0.079722,0.0228,0.0441877,0.0492511,0.0662335,0.0526384,0.0524354,0.0556516,0.0328007,0.0298665,0.0293494,0.0391623,0.0689967,0.0260952,0.0203407,0.0460908,0.0754763,0.134931,0.0676986,0.036093,0.0574048,0.0152963,0.0114549,0.0386478,0.0641523,0.0735681,0.0716105,0.0637348,0.0696333,0.0714744,0.0525953,0.0484111,0.0497914,0.0497986,0.053921,0.0450649,0.0326895,0.0353914,0.0522995,0.061438,0.046737,0.00758607,0.629075,0.157955,0.0904607,0.0471951,0.0278682,0.0152826,0.00963528,0.00690044,0.00659284,0.00618993,0.00172213,0.000480897,0.000244781,0.000133222,9.5313e-05,6.71523e-05,3.46593e-05,1.73296e-05,2.81607e-05,2.05789e-05,
"./ResampledDatabase/Bed",D00538.obj,1.88828,0.0105413,535.748,0.00720945,1.22265,0.0418793,14.0357,0.0982061,0.0794463,0.0543365,0.115598,0.0192869,0.0159185,0.116346,0.0736894,0.0826372,0.140511,0.10582,0.0345918,0.0183752,0.0133144,0.00905918,0.00722858,0.00650561,0.00448112,0.00327653,0.00137063,0,0,0,0,0,0,0,0,0,0,0,0,0.00364401,0.00308339,0.00406447,0.0082691,0.0740014,0.210512,0.161738,0.0320953,0.00266293,0,0,0,0.00168185,0.0051857,0.0325158,0.209951,0.225508,0.0250876,0.0603219,0.0321157,0.0441665,0.0524677,0.0169205,0.0368774,0.0303505,0.0160064,0.0358443,0.0558132,0.111333,0.00755111,6.00088e-06,0,0.000209031,0.115784,0.138418,0.0559512,0.150551,0.0393118,0.0148704,0.0462156,0.0570317,0.0556872,0.0363377,0.0302718,0.0433244,0.056641,0.0574174,0.0555717,0.0708587,0.0303172,0.0260464,0.0401734,0.0399713,0.0254525,0.0595971,0.11537,0.13456,0.00428522,0.466711,0.0772758,0.0638065,0.0880795,0.0723909,0.0685961,0.0479825,0.0339486,0.0313295,0.0234408,0.0132266,0.00573341,0.00270904,0.00186815,0.00127433,0.000750945,0.000499547,0.000232977,0.000120281,2.38395e-05,
"./ResampledDatabase/Bed",D00545.obj,2.93362,0.0239967,387.665,0.0095945,1.25028,0.088758,23.5481,0.0673063,0.116512,0.110967,0.0963784,0.0826131,0.0706246,0.0625896,0.0566428,0.0514879,0.0463496,0.0412916,0.0362955,0.0325018,0.0292103,0.0260085,0.0229366,0.0192604,0.0156193,0.0108119,0.00459288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203327,0.0238447,0.0524954,0.121442,0.130869,0.139741,0.132532,0.122921,0.0998152,0.0890943,0.0467652,0.0229205,0.00924214,0.00221811,0.00166359,0.00240296,0.00829863,0.0349809,0.0584855,0.0772762,0.086255,0.0933474,0.0927793,0.0904408,0.0835815,0.0780814,0.0694597,0.0563201,0.0491097,0.0415732,0.0345358,0.0279895,0.0117333,0.00400379,0.00167633,7.20142e-05,0.00174418,0.0137204,0.0357099,0.0610567,0.0871834,0.105059,0.110139,0.107414,0.10184,0.0917599,0.07989,0.0664636,0.0513178,0.0363886,0.0240503,0.0139462,0.00758632,0.00378336,0.000890142,5.56984e-05,0.678859,0.185755,0.0699221,0.030485,0.0154462,0.00860629,0.00471493,0.00268202,0.00156695,0.00085066,0.000486556,0.000293667,0.000161463,9.53606e-05,3.46766e-05,1.73383e-05,1.40874e-05,3.25093e-06,2.16729e-06,3.25093e-06,
