Class,File,Vertices,Faces,FaceType,Minx,Miny,Minz,Maxx,Maxy,Maxz
Bicycle,D00462.obj,2270,2373,"Triangles",-0.5,-0.222359,-0.0908801,0.434847,0.308188,0.0783914
Bicycle,D00514.obj,6951,12939,"Triangles",-0.5,-0.264109,-0.0947184,0.418337,0.333942,0.0970129
Bicycle,D00536.obj,6166,11371,"Triangles",-0.108486,-0.00580035,-0.0022345,0.5,0.00349554,0.00222099
Bicycle,D00555.obj,6872,11097,"Triangles",-0.481434,-0.309022,-0.164095,0.5,0.345443,0.249705
Bicycle,D00558.obj,3883,6670,"Triangles",-0.480514,-0.27638,-0.124002,0.5,0.281044,0.136178
Bicycle,D00567.obj,5124,10292,"Triangles",-0.486232,-0.208953,-0.139187,0.5,0.387792,0.147079
Bicycle,D00621.obj,7146,13803,"Triangles",-0.478229,-0.2382,-0.108583,0.5,0.403469,0.0925953
Bicycle,D00708.obj,4499,8146,"Triangles",-0.4397,-0.29788,-0.143147,0.5,0.322096,0.143418
Bicycle,D00750.obj,5521,10420,"Triangles",-0.395163,-0.305683,-0.141539,0.5,0.404706,0.135221
Bicycle,D00838.obj,4679,8513,"Triangles",-0.5,-0.317848,-0.144246,0.494498,0.335905,0.158949
Bicycle,D00847.obj,4534,8324,"Triangles",-0.5,-0.3223,-0.202793,0.490189,0.342225,0.17049
Bicycle,D00904.obj,5354,10548,"Triangles",-0.379292,-0.26327,-0.089403,0.5,0.353985,0.0926471
Bicycle,D00930.obj,5834,10592,"Triangles",-0.44877,-0.318558,-0.196024,0.5,0.439762,0.178367
Bicycle,D00931.obj,6520,11673,"Triangles",-0.5,-0.273814,-0.135912,0.429847,0.283559,0.150662
Bicycle,D00974.obj,6045,12065,"Triangles",-0.5,-0.339085,-0.121388,0.471875,0.370129,0.104071
Bicycle,m1472.obj,9300,18398,"Triangles",-0.49045,-0.288975,-0.204495,0.5,0.354398,0.19671
Bicycle,m1473.obj,5219,10502,"Triangles",-0.494221,-0.223681,-0.14824,0.5,0.368872,0.154903
Bicycle,m1475.obj,6049,12065,"Triangles",-0.5,-0.345038,-0.122762,0.482753,0.372069,0.105218
Bicycle,m1476.obj,5124,10292,"Triangles",-0.474798,-0.200187,-0.137758,0.5,0.38964,0.14519
Bicycle,m1477.obj,4536,8326,"Triangles",-0.392116,-0.263424,-0.18066,0.5,0.336602,0.155805
Bicycle,m1478.obj,7146,13803,"Triangles",-0.423837,-0.225193,-0.102481,0.5,0.380797,0.0875122
Biplane,D00069.obj,8022,15886,"Triangles",-0.491817,-0.263756,-0.0868808,0.5,0.245287,0.119749
Biplane,D00132.obj,7428,14630,"Triangles",-0.48565,-0.482781,-0.0675263,0.5,0.174239,0.131051
Biplane,D00178.obj,3601,1083,"Triangles",-0.103275,-0.267302,-0.230106,0.0834432,0.167843,0.5
Biplane,D00199.obj,7843,14282,"Triangles",-0.463512,-0.469142,-0.112916,0.5,0.271482,0.210472
Biplane,D00246.obj,9232,2925,"Triangles",-0.484369,-0.321293,-0.13863,0.5,0.227791,0.118049
Biplane,D00276.obj,6107,11996,"Triangles",-0.456959,-0.5,-0.286143,0.466665,0.237275,0.157113
Biplane,D00277.obj,4485,5615,"Triangles",-0.440513,-0.413682,-0.102626,0.5,0.272847,0.144415
Biplane,D00320.obj,9723,17476,"Triangles",-0.493515,-0.348074,-0.0819097,0.5,0.245184,0.142052
Biplane,D00373.obj,5941,12536,"Triangles",-0.473817,-0.476077,-0.110559,0.305875,0.5,0.205393
Biplane,D00410.obj,5612,11144,"Triangles",-0.491723,-0.359578,-0.0684274,0.5,0.156465,0.134205
Biplane,D00490.obj,4999,7534,"Triangles",-0.4213,-0.217958,-0.123872,0.5,0.406964,0.101596
Biplane,D00515.obj,5381,10522,"Triangles",-0.416358,-0.395222,-0.100594,0.371664,0.5,0.159915
Biplane,D00601.obj,3617,7088,"Triangles",-0.470912,-0.477997,-0.225769,0.396689,0.5,0.262925
Biplane,D00616.obj,4061,6096,"Triangles",-0.471111,-0.249565,-0.0956457,0.5,0.209542,0.131682
Biplane,D00632.obj,7726,15228,"Triangles",-0.494016,-0.483874,-0.182996,0.5,0.29489,0.123564
Biplane,D00634.obj,9794,9641,"Triangles",-0.281527,-0.267962,-0.16389,0.35348,0.5,0.15594
Biplane,D00666.obj,6128,12112,"Triangles",-0.481417,-0.480806,-0.0904941,0.490345,0.5,0.142626
Biplane,D00854.obj,3793,6993,"Triangles",-0.460881,-0.498053,-0.133295,0.258633,0.5,0.132012
Biplane,D00890.obj,8768,2601,"Triangles",-0.452149,-0.407533,-0.471027,0.326769,0.5,0.30715
Biplane,D00900.obj,5550,6217,"Triangles",-0.488587,-0.44752,-0.118411,0.5,0.238244,0.131291
Biplane,m1118.obj,2135,3528,"Triangles",-0.471626,-0.235838,-0.10624,0.5,0.288585,0.131245
Biplane,m1119.obj,5360,10544,"Triangles",-0.410146,-0.5,-0.104165,0.418534,0.191504,0.184128
Biplane,m1120.obj,2628,3699,"Triangles",-0.5,-0.473081,-0.152503,0.456059,0.344438,0.145978
Biplane,m1121.obj,6256,12301,"Triangles",-0.467122,-0.5,-0.0825154,0.469455,0.255737,0.215818
Biplane,m1122.obj,6704,11577,"Triangles",-0.387575,-0.416878,-0.129242,0.486745,0.5,0.157323
Biplane,m1123.obj,8272,16270,"Triangles",-0.498259,-0.407262,-0.0964643,0.5,0.306073,0.193228
Biplane,m1124.obj,8060,15912,"Triangles",-0.497054,-0.404779,-0.0781096,0.5,0.225788,0.167103
Biplane,m1125.obj,5688,11164,"Triangles",-0.486256,-0.5,-0.158748,0.487372,0.294219,0.136044
Biplane,m1126.obj,8058,15892,"Triangles",-0.493771,-0.313054,-0.115699,0.5,0.481203,0.170652
Biplane,m1127.obj,5715,11242,"Triangles",-0.410456,-0.5,-0.0771217,0.411728,0.177295,0.0976894
Biplane,m1128.obj,6992,13780,"Triangles",-0.483296,-0.5,-0.07866,0.48632,0.478134,0.146648
Biplane,m1129.obj,6779,13128,"Triangles",-0.489539,-0.470806,-0.186226,0.5,0.232659,0.119424
Biplane,m1131.obj,5880,11564,"Triangles",-0.49529,-0.453537,-0.093692,0.5,0.264936,0.154847
Biplane,m1132.obj,7914,15492,"Triangles",-0.498746,-0.395903,-0.0782742,0.5,0.339939,0.137502
Biplane,m1133.obj,7726,15228,"Triangles",-0.499178,-0.49537,-0.11865,0.5,0.287438,0.189502
Biplane,m1134.obj,5143,10122,"Triangles",-0.487252,-0.340938,-0.0978559,0.5,0.196969,0.0554909
Biplane,m1135.obj,6584,13000,"Triangles",-0.489707,-0.287277,-0.0732087,0.5,0.25845,0.108482
Biplane,m1136.obj,5753,11326,"Triangles",-0.494572,-0.353614,-0.113329,0.5,0.205273,0.110461
Biplane,m1137.obj,8110,15928,"Triangles",-0.5,-0.287406,-0.0833463,0.499315,0.173602,0.0917546
Biplane,m1138.obj,5468,10422,"Triangles",-0.5,-0.439489,-0.138537,0.40975,0.439432,0.185381
Biplane,m1139.obj,6690,11774,"Triangles",-0.494185,-0.319759,-0.100826,0.5,0.341645,0.162055
Biplane,m1141.obj,2363,4392,"Triangles",-0.459079,-0.422475,-0.086401,0.5,0.186208,0.203544
Biplane,m1143.obj,8246,16390,"Triangles",-0.484936,-0.239197,-0.0894189,0.5,0.266453,0.116159
Biplane,m1144.obj,5738,10958,"Triangles",-0.447521,-0.5,-0.0942928,0.265606,0.463405,0.162565
Biplane,m1146.obj,5824,11264,"Triangles",-0.453236,-0.42359,-0.191447,0.5,0.430338,0.0665037
Bird,D00089.obj,6137,12270,"Triangles",-0.5,-0.264911,-0.0975288,0.497606,0.281866,0.148276
Bird,D00113.obj,3174,6308,"Triangles",-0.5,-0.463177,-0.271341,0.446863,0.31258,0.289584
Bird,D00164.obj,8188,16135,"Triangles",-0.486922,-0.285187,-0.206674,0.5,0.236475,0.0521621
Bird,D00234.obj,6759,13492,"Triangles",-0.492444,-0.5,-0.0585518,0.496128,0.336775,0.173508
Bird,D00271.obj,2562,4415,"Triangles",-0.24753,-0.5,-0.0811664,0.366663,0.34821,0.116802
Bird,D00284.obj,2650,5300,"Triangles",-0.488188,-0.228795,-0.109576,0.5,0.224865,0.127147
Bird,D00323.obj,6269,12382,"Triangles",-0.498283,-0.100908,-0.0124269,0.5,0.163352,0.0334098
Bird,D00386.obj,9082,18160,"Triangles",-0.490631,-0.166509,-0.0375824,0.5,0.142551,0.0667065
Bird,D00438.obj,5630,11321,"Triangles",-0.49957,-0.270165,-0.098476,0.5,0.193786,0.032272
Bird,D00442.obj,9745,17119,"Triangles",-0.5,-0.288638,-0.319819,0.467961,0.322882,0.171362
Bird,D00546.obj,5128,9944,"Triangles",-0.497839,-0.206631,-0.0817626,0.5,0.145588,0.095177
Bird,D00599.obj,5784,11610,"Triangles",-0.494951,-0.227031,-0.0749964,0.5,0.153761,0.0237498
Bird,D00625.obj,6824,12864,"Triangles",-0.49963,-0.430171,-0.34199,0.5,0.322072,0.14416
Bird,D00689.obj,7710,15442,"Triangles",-0.498975,-0.101029,-0.0926032,0.5,0.185498,0.175688
Bird,D00736.obj,6485,12974,"Triangles",-0.5,-0.221108,-0.0398809,0.49898,0.259882,0.0996617
Bird,D00762.obj,6154,12304,"Triangles",-0.498579,-0.397085,-0.154685,0.5,0.481123,0.19507
Bird,D00862.obj,5130,10253,"Triangles",-0.490567,-0.264172,-0.202205,0.5,0.208361,0.0425004
Bird,D00922.obj,5041,10070,"Triangles",-0.486504,-0.432333,-0.171859,0.5,0.290669,0.255228
Bird,D00961.obj,9052,18150,"Triangles",-0.49653,-0.333993,-0.0865193,0.5,0.232421,0.0372424
Bird,D00999.obj,5108,10214,"Triangles",-0.493075,-0.163484,-0.103487,0.5,0.18559,0.0266877
Bird,m28.obj,6076,11660,"Triangles",-0.5,-0.337663,-0.2118,0.492953,0.17312,0.220034
Bird,m29.obj,8466,16866,"Triangles",-0.263923,-0.200098,-0.0968618,0.5,0.0921234,0.0967482
Bird,m30.obj,7535,15090,"Triangles",-0.5,-0.182012,-0.145147,0.384083,0.158397,0.147562
Bird,m31.obj,5847,11638,"Triangles",-0.5,-0.248826,-0.201153,0.486636,0.248315,0.232101
Bird,m32.obj,7303,14594,"Triangles",-0.5,-0.29183,-0.145426,0.394522,0.142641,0.146881
Bird,m33.obj,8490,16856,"Triangles",-0.403104,-0.390112,-0.283352,0.5,0.466417,0.282927
Bird,m34.obj,5970,11936,"Triangles",-0.5,-0.267215,-0.110182,0.498727,0.280136,0.139956
Bird,m35.obj,7948,15892,"Triangles",-0.5,-0.481116,-0.29704,0.38276,0.491092,0.387137
Bird,m36.obj,7231,14387,"Triangles",-0.377818,-0.244947,-0.5,0.40603,0.488818,0.395482
Bird,m37.obj,7022,14040,"Triangles",-0.5,-0.435305,-0.166035,0.493278,0.293616,0.228072
Bird,m38.obj,6082,12164,"Triangles",-0.498944,-0.165956,-0.102284,0.5,0.185272,0.0283361
Bird,m39.obj,7330,14518,"Triangles",-0.488456,-0.493139,-0.0475956,0.405199,0.5,0.16992
Bird,m40.obj,7718,15458,"Triangles",-0.494212,-0.0939434,-0.0899436,0.5,0.191157,0.177074
Bird,m41.obj,5652,11365,"Triangles",-0.499243,-0.274631,-0.0304088,0.5,0.189152,0.100315
Bird,m42.obj,5681,11395,"Triangles",-0.471019,-0.261263,-0.148653,0.5,0.216948,0.0362998
Bird,m43.obj,9572,19116,"Triangles",-0.486535,-0.5,-0.202298,0.496187,0.337805,0.155876
Bird,m44.obj,6224,12444,"Triangles",-0.493469,-0.192181,-0.116561,0.5,0.266503,0.122046
Bird,m45.obj,3308,6604,"Triangles",-0.494552,-0.250244,-0.144063,0.5,0.200932,0.108555
Bird,m47.obj,5675,11313,"Triangles",-0.464848,-0.38534,-0.0919638,0.5,0.294345,0.0337975
Bird,m48.obj,5028,10026,"Triangles",-0.5,-0.22034,-0.209554,0.424276,0.227169,0.208995
Bird,m49.obj,7748,15202,"Triangles",-0.375287,-0.315763,-0.291589,0.5,0.385535,0.291649
Bird,m50.obj,8903,17802,"Triangles",-0.5,-0.250783,-0.18364,0.383966,0.27551,0.187073
Bird,m51.obj,5205,10390,"Triangles",-0.347447,-0.232403,-0.181823,0.5,0.232206,0.159738
Bird,m52.obj,6110,12192,"Triangles",-0.388181,-0.482288,-0.255978,0.5,0.420289,0.261661
Bookset,D01009.obj,6216,14700,"Triangles",-0.48569,-0.265245,-0.29346,0.5,0.444471,0.431667
Bookset,D01013.obj,7052,14280,"Triangles",-0.5,-0.265421,-0.224757,0.33713,0.277015,0.252467
Bookset,D01030.obj,8920,18576,"Triangles",-0.392494,-0.408076,-0.332774,0.5,0.35633,0.335451
Bookset,D01038.obj,5715,21858,"Triangles",-0.346593,-0.167341,-0.0911986,0.5,0.155784,0.120874
Bookset,D01042.obj,5225,11487,"Triangles",-0.5,-0.3879,-0.354784,0.399522,0.405998,0.323451
Bookset,D01050.obj,5738,11976,"Triangles",-0.5,-0.358798,-0.370756,0.444566,0.369558,0.325636
Bookset,D01065.obj,8172,16542,"Triangles",-0.5,-0.265986,-0.214951,0.410633,0.273122,0.274497
Bookset,D01078.obj,7575,19605,"Triangles",-0.459711,-0.260107,-0.160614,0.5,0.296749,0.231576
Bookset,D01096.obj,10434,22164,"Triangles",-0.449641,-0.324104,-0.287199,0.5,0.27872,0.301513
Bookset,D01108.obj,6080,18702,"Triangles",-0.5,-0.368829,-0.215926,0.498841,0.321999,0.221499
Bookset,D01109.obj,6120,16695,"Triangles",-0.435787,-0.436674,-0.358001,0.460096,0.5,0.433272
Bookset,D01110.obj,6556,13716,"Triangles",-0.5,-0.388821,-0.402056,0.457501,0.363042,0.358584
Bookset,D01122.obj,10478,21360,"Triangles",-0.478062,-0.338135,-0.293997,0.5,0.363368,0.335509
Bookset,D01135.obj,6859,20613,"Triangles",-0.5,-0.237965,-0.128582,0.445238,0.245742,0.176939
Bookset,D01146.obj,5562,12885,"Triangles",-0.255807,-0.262531,-0.215549,0.5,0.252457,0.258645
Bookset,D01182.obj,10316,21276,"Triangles",-0.400563,-0.326432,-0.292706,0.381891,0.5,0.327889
Bookset,D01183.obj,10311,22071,"Triangles",-0.441891,-0.438852,-0.218429,0.5,0.450439,0.231862
Bookset,D01184.obj,10924,22911,"Triangles",-0.5,-0.326391,-0.259936,0.482531,0.392478,0.327297
Bookset,D01190.obj,5129,19908,"Triangles",-0.5,-0.167232,-0.108079,0.475482,0.209612,0.119588
Bookset,D01199.obj,5832,12708,"Triangles",-0.471882,-0.25907,-0.278428,0.5,0.331976,0.321983
Bottle,D00020.obj,6422,12612,"Triangles",-0.242682,-0.0926213,-0.090004,0.5,0.0930806,0.0976982
Bottle,D00123.obj,5065,10040,"Triangles",-0.186965,-0.0791292,-0.0789875,0.5,0.0799854,0.0805137
Bottle,D00139.obj,6544,13044,"Triangles",-0.5,-0.101204,-0.0949225,0.289024,0.0936402,0.0948484
Bottle,D00166.obj,4628,9010,"Triangles",-0.5,-0.179032,-0.152382,0.340253,0.209736,0.120277
Bottle,D00176.obj,7138,14272,"Triangles",-0.5,-0.127548,-0.127611,0.375386,0.145609,0.145546
Bottle,D00208.obj,5092,9824,"Triangles",-0.5,-0.121114,-0.119928,0.334542,0.120339,0.120263
Bottle,D00281.obj,7654,14464,"Triangles",-0.264426,-0.110849,-0.133706,0.5,0.119258,0.10307
Bottle,D00311.obj,5146,10082,"Triangles",-0.268641,-0.154897,-0.152459,0.5,0.154387,0.155411
Bottle,D00347.obj,6788,13162,"Triangles",-0.268526,-0.105998,-0.102905,0.5,0.104761,0.106113
Bottle,D00350.obj,10007,19797,"Triangles",-0.243501,-0.0944507,-0.0833715,0.5,0.104548,0.107827
Bottle,D00390.obj,8820,17384,"Triangles",-0.23591,-0.18886,-0.188909,0.5,0.18988,0.1906
Bottle,D00451.obj,2865,1823,"Triangles",-0.5,-0.188649,-0.183066,0.330486,0.188197,0.18461
Bottle,D00679.obj,2528,3380,"Triangles",-0.5,-0.138877,-0.149031,0.477267,0.162839,0.151672
Bottle,D00696.obj,2750,4049,"Triangles",-0.5,-0.113125,-0.102692,0.415847,0.111071,0.122596
